source,job_name,company,min_salary,max_salary,bonus,job_level_category,job_grade,job_level,job_category,requirements
Lambda Global,Эрүүл мэндийн бизнес хариуцсан захирал,Таван Богд Групп,8000000,10000000,"[{'name': 'Тушаал ахих боломж', 'description': None}, {'name': 'Орон сууцны дэмжлэг', 'description': None}, {'name': 'Ажилчдын хямдрал', 'description': None}, {'name': 'Цалинтай чөлөө', 'description': None}, {'name': 'Жилийн эцсийн бонус', 'description': None}]",Гүйцэтгэх удирдлага,10,Дэд захирал,Эрүүл мэндийн салбар хариуцсан технологийн захирал,Боловсрол | Туршлага | Ур чадвар | Ур чадвар | Ур чадвар
Lambda Global,ХҮНИЙ НӨӨЦИЙН ГАЗРЫН ЗАХИРАЛ,Капитрон банк,6000000,10000000,[],Гүйцэтгэх удирдлага,10,Дэд захирал,Дэд захирал,Боловсрол | Туршлага | Мэдлэг | Ур чадвар | Туршлага | Хэлний мэдлэг
Lambda Global,ҮЙЛ АЖИЛЛАГАА ХАРИУЦСАН ЗАХИРАЛ /шинэ охин компани/,"""Монголын Алт"" (МАК) ХХК",7000000,9000000,"[{'name': 'Компанийн бэлэг', 'description': None}, {'name': 'Тушаал ахих боломж', 'description': None}, {'name': 'Орон сууцны дэмжлэг', 'description': None}, {'name': 'Сайн дурын ажил /цалинтай/', 'description': None}, {'name': 'Сэтгэлзүйн эрүүл мэндийн дэмжлэг', 'description': None}, {'name': 'Жилийн эцсийн бонус', 'description': None}, {'name': 'Эрүүл мэндийн даатгал (Хувийн)', 'description': None}, {'name': 'Компаний машин/унаа', 'description': None}, {'name': 'Тэтгэврийн хуримтлал', 'description': None}, {'name': 'Сургалтын төлбөрийн дэмжлэг', 'description': None}, {'name': 'Цалинтай чөлөө', 'description': None}]",Гүйцэтгэх удирдлага,10,Дэд захирал,Дэд захирал,
Lambda Global,"БОРЛУУЛАЛТ, БИЗНЕС ХӨГЖИЛ ХАРИУЦСАН ЗАХИРАЛ",Очир Ундраа Холдинг,6500000,8000000,"[{'name': 'Хүүхэд асрах дэмжлэг', 'description': None}, {'name': 'Жилийн эцсийн бонус', 'description': None}, {'name': 'Эрүүл мэндийн даатгал (Хувийн)', 'description': None}, {'name': 'Тушаал ахих боломж', 'description': None}, {'name': 'Компанийн бэлэг', 'description': None}, {'name': 'Өглөөний цай /үнэгүй/', 'description': None}, {'name': 'Gym/Yoga/Wellness гишүүнчлэл', 'description': None}, {'name': 'Компаний машин/унаа', 'description': None}, {'name': 'Шинэ аав/ээжийн уртасгасан чөлөө', 'description': None}]",Гүйцэтгэх удирдлага,10,Дэд захирал,Дэд захирал,Боловсрол | Туршлага | Туршлага | Мэдлэг | Ур чадвар | Хэлний мэдлэг
Lambda Global,"Захирал (Барилга ашиглалт, хяналт)",Номин Холдинг ХХК,6000000,8000000,"[{'name': 'Ажилчдын хямдрал', 'description': None}, {'name': 'Хүүхэд асрах дэмжлэг', 'description': None}, {'name': 'Шинэ аав/ээжийн уртасгасан чөлөө', 'description': None}, {'name': 'Сэтгэлзүйн эрүүл мэндийн дэмжлэг', 'description': None}, {'name': 'Цалинтай чөлөө', 'description': None}, {'name': 'Сургалтын төлбөрийн дэмжлэг', 'description': None}, {'name': 'Улирал бүр бонус', 'description': None}, {'name': 'Тэтгэврийн хуримтлал', 'description': None}, {'name': 'Тушаал ахих боломж', 'description': None}, {'name': 'Уян хатан ажлын цаг', 'description': None}, {'name': 'Эрүүл мэндийн даатгал (Хувийн)', 'description': None}]",Гүйцэтгэх удирдлага,10,Дэд захирал,Дэд захирал,
Lambda Global,"Маркетинг, борлуулалт хариуцсан захирал",Юнайтэд прожектс корпорэйшн ХХК,6500000,7500000,"[{'name': 'Хагас жил бүр бонус', 'description': None}, {'name': 'Gym/Yoga/Wellness гишүүнчлэл', 'description': None}, {'name': 'Уян хатан ажлын цаг', 'description': None}, {'name': 'Цалинтай чөлөө', 'description': None}]",Гүйцэтгэх удирдлага,10,Дэд захирал,Дэд захирал,
Lambda Global,Маркетинг хариуцсан захирал,Mongol iD LLC,4000000,7000000,"[{'name': 'Уян хатан ажлын цаг', 'description': None}, {'name': 'Эрүүл мэндийн даатгал (Хувийн)', 'description': None}, {'name': 'Сэтгэлзүйн эрүүл мэндийн дэмжлэг', 'description': None}, {'name': 'Хагас жил бүр бонус', 'description': None}, {'name': 'Зарим өдөр гэрээс ажиллах', 'description': None}, {'name': 'Хүүхэд асрах дэмжлэг', 'description': None}, {'name': 'Компанийн бэлэг', 'description': None}, {'name': 'Улирал бүр бонус', 'description': None}, {'name': 'Амьтанд ээлтэй оффис', 'description': None}, {'name': 'Ажилчдын хямдрал', 'description': None}, {'name': 'Жилийн эцсийн бонус', 'description': None}, {'name': 'Цалинтай чөлөө', 'description': None}, {'name': 'Gym/Yoga/Wellness гишүүнчлэл', 'description': None}, {'name': 'Шинэ аав/ээжийн уртасгасан чөлөө', 'description': None}, {'name': 'Сургалтын төлбөрийн дэмжлэг', 'description': None}, {'name': 'Тушаал ахих боломж', 'description': None}, {'name': 'Алсаас ажиллах боломж', 'description': None}]",Гүйцэтгэх удирдлага,10,Дэд захирал,Дэд захирал,Боловсрол | Туршлага | Ур чадвар | Ур чадвар | Ур чадвар | Ур чадвар
Lambda Global,Үйлдвэр эрхэлсэн дэд захирал,Khuns Complex,5000000,6000000,"[{'name': 'Үдийн хоол /төлбөргүй/', 'description': None}, {'name': 'Уян хатан ажлын цаг', 'description': None}, {'name': 'Шинэ аав/ээжийн уртасгасан чөлөө', 'description': None}, {'name': 'Сургалтын төлбөрийн дэмжлэг', 'description': None}]",Гүйцэтгэх удирдлага,10,Дэд захирал,Дэд захирал,
Lambda Global,Санхүүгийн албаны захирал (CFO),Gobi Resource Development LLC,5500000,6000000,"[{'name': 'Эрүүл мэндийн даатгал (Хувийн)', 'description': None}, {'name': 'Компанийн бэлэг', 'description': None}]",Гүйцэтгэх удирдлага,10,Дэд захирал,Санхүү эрхэлсэн захирал,
Lambda Global,ҮЙЛ АЖИЛЛАГААНЫ ГАЗРЫН ЗАХИРАЛ,Caffe bene Mongolia LLC,5000000,5500000,"[{'name': 'Ажилчдын хямдрал', 'description': None}, {'name': 'Уян хатан ажлын цаг', 'description': None}, {'name': 'Цалинтай чөлөө', 'description': None}]",Гүйцэтгэх удирдлага,10,Дэд захирал,Дэд захирал,
Lambda Global,Салбарын захирал (Багануур салбар),Мобиком Корпораци,3000000,3500000,"[{'name': 'Компаний машин/унаа', 'description': 'Company car/transport'}, {'name': 'Компанийн бэлэг ', 'description': 'Company gifts'}, {'name': 'Хүүхэд асрах дэмжлэг', 'description': 'Childcare support'}, {'name': 'Тушаал ахих боломж', 'description': 'Career advancement opportunities'}, {'name': 'Ажилчдын хямдрал', 'description': 'Employee discounts'}, {'name': 'Шинэ аав/ээжийн уртасгасан чөлөө', 'description': 'Extended new parent leave'}, {'name': 'Сэтгэлзүйн эрүүл мэндийн дэмжлэг', 'description': 'Mental health support'}, {'name': 'Тэтгэврийн хуримтлал', 'description': 'Pension plan'}, {'name': 'Хагас жил бүр бонус', 'description': 'Semi-annual bonus'}, {'name': 'Цалинтай чөлөө', 'description': 'Paid time off'}, {'name': 'Зарим өдөр гэрээс ажиллах', 'description': 'Work from home some days'}, {'name': 'Алсаас ажиллах боломж', 'description': 'Remote work options'}, {'name': 'Уян хатан ажлын цаг', 'description': 'Flexible working hours'}, {'name': 'Gym/Yoga/Wellness гишүүнчлэл', 'description': 'Gym/Yoga/Wellness membership'}, {'name': 'Эрүүл мэндийн даатгал (Хувийн)', 'description': 'Private health insurance'}, {'name': 'Сургалтын төлбөрийн дэмжлэг', 'description': 'Tuition reimbursement'}, {'name': 'Баталгаажсан', 'description': 'Verified job'}, {'name': 'Шинэ', 'description': 'New job opening'}]",Гүйцэтгэх удирдлага,10,Дэд захирал,Дэд захирал,Боловсрол | Ажлын туршлага | Гадаад хэлний мэдлэг
Lambda Global,САЛБАРЫН ЗАХИРАЛ /ХЭНТИЙ САЛБАР/,Мобиком Корпораци,3000000,3500000,"[{'name': 'Ажилчдын хямдрал', 'description': 'Employee discounts'}, {'name': 'Тушаал ахих боломж', 'description': 'Career advancement opportunities'}, {'name': 'Хүүхэд асрах дэмжлэг', 'description': 'Childcare support'}, {'name': 'Компанийн бэлэг ', 'description': 'Company gifts'}, {'name': 'Компаний машин/унаа', 'description': 'Company car/transport'}, {'name': 'Шинэ аав/ээжийн уртасгасан чөлөө', 'description': 'Extended new parent leave'}, {'name': 'Хагас жил бүр бонус', 'description': 'Semi-annual bonus'}, {'name': 'Цалинтай чөлөө', 'description': 'Paid time off'}, {'name': 'Тэтгэврийн хуримтлал', 'description': 'Pension plan'}, {'name': 'Сэтгэлзүйн эрүүл мэндийн дэмжлэг', 'description': 'Mental health support'}, {'name': 'Зарим өдөр гэрээс ажиллах', 'description': 'Work from home some days'}, {'name': 'Gym/Yoga/Wellness гишүүнчлэл', 'description': 'Gym/Yoga/Wellness membership'}, {'name': 'Алсаас ажиллах боломж', 'description': 'Remote work options'}, {'name': 'Эрүүл мэндийн даатгал (Хувийн)', 'description': 'Private health insurance'}, {'name': 'Уян хатан ажлын цаг', 'description': 'Flexible working hours'}, {'name': 'Сургалтын төлбөрийн дэмжлэг', 'description': 'Tuition reimbursement'}, {'name': 'Баталгаажсан', 'description': 'Verified job'}]",Гүйцэтгэх удирдлага,10,Дэд захирал,Дэд захирал,Боловсрол | Ажлын туршлага | Гадаад хэлний мэдлэг
Lambda Global,"VICE PRESIDENT, INVESTMENTS & STRATEGIC DEVELOPMENT",Blacswan,2000000,3000000,"[{'name': 'Зарим өдөр гэрээс ажиллах', 'description': None}, {'name': 'Компанийн хувьцаа ', 'description': None}, {'name': 'Шинэ аав/ээжийн уртасгасан чөлөө', 'description': None}, {'name': 'Компанийн бэлэг ', 'description': None}, {'name': 'Уян хатан ажлын цаг', 'description': None}, {'name': 'Компаний ашгаас хүртэх', 'description': None}]",Гүйцэтгэх удирдлага,10,Дэд захирал,Дэд захирал,
Lambda Global,Байгууллагын банкны орлогч захирал,Тээвэр хөгжлийн банк,2000000,3000000,"[{'name': 'Уян хатан ажлын цаг', 'description': None}, {'name': 'Тушаал ахих боломж', 'description': None}, {'name': 'Хүүхэд асрах дэмжлэг', 'description': None}, {'name': 'Шинэ аав/ээжийн уртасгасан чөлөө', 'description': None}, {'name': 'Компаний машин/унаа', 'description': None}, {'name': 'Улирал бүр бонус', 'description': None}, {'name': 'Цалинтай чөлөө', 'description': None}]",Гүйцэтгэх удирдлага,10,Дэд захирал,Дэд захирал,
