source,job_name,company,min_salary,max_salary,bonus,job_level_category,job_grade,job_level,job_category,requirements
Zangia,Ерөнхий нягтлан бодогч,Их Хүрээ Эниржи ХХК,5500000,6000000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Ерөнхий нягтлан бодогч,Боловсрол | Туршлага | Ур чадварууд
Zangia,САЛБАРЫН ЗАХИРАЛ /БАГАНУУР CАЛБАР/,Мобиком корпораци ХХК,3000000,3500000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бусад,Боловсрол | Туршлага | Хэлний мэдлэг
Zangia,"Бодлого зохицуулалт, үйл ажиллагааны менежер",Худалдааны санхүүжилтийн корпораци ХХК,3000000,3500000,,Менежмент,7,Ахлах менежер / Нэгжийн удирдлага,Төслийн менежер,Ур чадвар | Ур чадвар
Zangia,Тооцооны нягтлан,Найсбэйкери,2500000,3000000,,Менежмент,6,Ахлах менежер / Нэгжийн удирдлага,Бусад,Боловсрол | Туршлага
Zangia,"Агуулах, түгээлтийн албаны дарга",ЭНЭРЭЛ-ЭРДЭМ ХХК,3500000,4000000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бусад,Боловсрол | Туршлага
Zangia,ЕРӨНХИЙ НЯГТЛАН БОДОГЧ,КАРЬЕР МАСТЕР ХХК,4000000,4500000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Ерөнхий нягтлан бодогч,Боловсрол | Туршлага | Хэлний мэдлэг
Zangia,Санхүү төлөвлөлтийн менежер,Таван Богд Групп,5500000,6000000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Санхүүгийн шинжээч,Боловсрол | Туршлага | Хэлний мэдлэг
Zangia,Бүтээгдэхүүн хөгжүүлэлтийн ахлах менежер,Жи Эс 25,3000000,3500000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бизнес хөгжлийн менежер,Боловсрол | Туршлага
Zangia,Ахлах Нягтлан Бодогч /Бараа материал/,Жи Эс 25,3000000,3500000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бусад,Боловсрол
Zangia,МЭДЭЭ ТАЙЛАНГИЙН АХЛАХ МЕНЕЖЕР,"""Хөгжил Трейд"" ХХК",3500000,4000000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бизнес хөгжлийн менежер,Боловсрол | Туршлага
Zangia,Ахлах Хүний нөөцийн менежер,Монгол тунжөн майнинг инвестмент групп” ХХК,4500000,5000000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Хүний нөөцийн ажилтан,Боловсрол | Туршлага | Хэлний мэдлэг
Zangia,ЕРӨНХИЙ НЯГТЛАН БОДОГЧ,Хооллоё ХХК,4500000,5000000,"[{'name': 'Мэргэшил', 'description': 'Мэргэшсэн нягтлан бол давуу тал болно'}]",Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Ерөнхий нягтлан бодогч,Боловсрол | Мэдлэг | Мэдлэг
Zangia,Борлуулалт маркетингийн ахлах менежер (E-Commerce),Номин Холдинг,4000000,4500000,"[{'name': 'Мэдлэг', 'description': 'Дижитал маркетингийн мэдлэгтэй байх'}]",Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бизнес хөгжлийн менежер,Боловсрол | Туршлага | Ур чадварууд
Zangia,Борлуулалтын ахлах  менежер /Wechai lovol/,"""Эйч Эл Кэй Эм Эн"" ХХК",2500000,3000000,"[{'name': 'Туршлага', 'description': 'Мэргэжлээрээ 3-аас дээш жил ажилласан туршлагатай байх'}]",Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бизнес хөгжлийн менежер,Боловсрол | Мэдлэг | Ур чадварууд
Zangia,ҮЙЛ АЖИЛЛАГАА ХАРИУЦСАН МЕНЕЖЕР/ТҮРГЭН ХООЛ/,О'реш супермаркет,3000000,3500000,"[{'name': 'Хэлний мэдлэг', 'description': 'Англи хэлний зохих мэдлэгтэй байх'}]",Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бусад,Боловсрол | Туршлага | Ур чадварууд
Zangia,Эмч Төлөөлөгчдийн багийн менежер,“OLPHA” ХК-ий Төлөөлөгчийн Газар,4500000,5000000,"[{'name': 'Ур чадварууд', 'description': 'Эмч төлөөлөгчдийн багийг удирдан чиглүүлэх, сургах, сэдэлжүүлэх'}]",Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бусад,Боловсрол | Туршлага | Хэлний мэдлэг | Бусад
Zangia,САЛБАРЫН МЕНЕЖЕР /ЦАМБАГАРАВ САЛБАР/,М Март,2500000,3000000,"[{'name': 'Туршлага', 'description': 'Худалдаа, үйлчилгээний чиглэлээр ижил төстэй гадаад болон дотоодын байгууллагад ажиллаж байсан туршлагатай'}]",Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бусад,Боловсрол | Ур чадварууд
Zangia,АВЛАГА ХАРИУЦСАН АХЛАХ НЯГТЛАН БОДОГЧ,Энто ХХК,4000000,4500000,"[{'name': 'Туршлага', 'description': 'Мэргэжлээрээ 5 болон түүнээс дээш жил ажилласан туршлагатай бол давуу тал болно'}]",Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бусад,Боловсрол | Ур чадварууд | Бусад
Zangia,"Борлуулалт, үйл ажиллагааны ахлах менежер-Lowa дэлгүүр",Дельта Холдинг,4000000,4500000,,Менежмент,7,Ахлах менежер / Нэгжийн удирдлага,Бизнес хөгжлийн менежер,Боловсрол | Туршлага | Ур чадвар | Хэлний мэдлэг
Zangia,Ахлах брэнд менежер /Дельта Партнерс ХХК-Lowa дэлг,Дельта Холдинг,5000000,5500000,,Менежмент,7,Ахлах менежер / Нэгжийн удирдлага,Бизнес хөгжлийн менежер,Боловсрол | Туршлага | Хэлний мэдлэг | Ур чадвар
Zangia,ӨГӨГДЛИЙН УДИРДЛАГЫН АЛБАНЫ МЕНЕЖЕР,Премиум Нэксус ХК,4500000,5000000,,Менежмент,7,Ахлах менежер / Нэгжийн удирдлага,Ахлах дата инженер,Боловсрол | Туршлага | Ур чадвар
Zangia,Бизнес хөгжил төлөвлөлтийн хэлтсийн дарга,БИШРЭЛТ ГРУПП,6000000,6500000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бизнес хөгжлийн менежер,"бизнесийн удирдлага, эдийн засаг, чиглэлээр бакалавр болон түүнээс дээш зэрэгтэй | бизнес хөгжил, стратеги төлөвлөлтийн чиглэлээр 4+ жилийн туршлагатай | бизнес сэтгэлгээтэй, судалгаа, шинжилгээ хийх, мэдээлэлд дүн шинжилгээ хийх чадвартай | асуудал шийдвэрлэх, шинэ санаачилга, шийдэл гаргах ур чадвартай | англи хэлний ахисан түвшний мэдлэгтэй"
Zangia,Санхүү бүртгэлийн хэлтсийн дарга,БИШРЭЛТ ГРУПП,8000000,9000000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Ерөнхий нягтлан бодогч,"санхүү, бизнесийн чиглэлээр бакалавр болон түүнээс дээш зэрэгтэй | мэргэжлийн чиглэлээр удирдах албан тушаалд 5 болон түүнээс дээш жил ажилласан туршлагатай | англи хэлний ахисан түвшний мэдлэгтэй | анализ хийх, шийдвэр гаргах чадвартай"
Zangia,АЖ АХУЙН ДАРГА,Нутгийн буян групп ХХК,4000000,4500000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Захиргааны ажилтан,"нягтлан бодох бүртгэл, барилгын инженерийн чиглэлээр их дээд сургууль төгссөн | үндсэн хөрөнгийн бараа материалын чиглэлээр ажиллаж байсан туршлагатай бол давуу тал болно | ms excel програмын дунд болон түүнээс дээш түвшний мэдлэгтэй | багийг удирдан зохион байгуулах, манлайлах чадвартай"
Zangia,Ахлах нягтлан бодогч,ВЕЛЛМАРТ СУПЕРМАРКЕТ,5000000,5500000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бусад,"санхүү, нягтлан бодох бүртгэл чиглэлээр бакалавр болон түүнээс дээш зэрэгтэй | худалдаа борлуулалт, хүнсний салбарт ажиллаж байсан туршлагатай | мэргэжилээрээ 5-с дээш жил ажилласан туршлагатай | санхүүгийн программ дээр ажиллах ур чадвартай"
Zangia,Үйл ажиллагааны менежер /Сүлжээ ресторан/,Broadway,3500000,4000000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бусад,"бизнесийн удирдлага, аялал жуулчлал, зочид буудал, зоогийн газрын менежмент, үйлчилгээний газрын удирдлага, зохион байгуулалтын мэргэжлээр төгссөн. | ресторан, үйлчилгээний байгууллагад ажиллаж байсан туршлагатай байх | удирдан зохион байгуулах чадвартай; | эерэг, зөв хандлагатай"
Zangia,ҮЙЛДВЭРИЙН ДАРГА /Налайх дүүрэгт ажиллах/,Каппэ Бэнэ Монголиа ХХК,3500000,4000000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бусад,"мал аж ахуйн мэргэжилтэй, дээд боловсролтой; | өөрийгөө хөгжүүлэх тэмүүлэлтэй; | шувууны аж ахуйн дүрэм, журам, стандартын мэдлэгтэй бол давуу тал болно; | хариуцлагатай, нягт нямбай; | задлан шинжлэх, сэтгэн бодох чадвар өндөртэй; | харилцааны өндөр соёлтой, удирдан зохион байгуулах чадвартай; | хувийн зохион байгуулалт сайн, цагийн менежмент сайтай байх; | англи хэлний ахисан түвшний мэдлэгтэй бол давуу тал болно;"
Zangia,Газрын тосны Инженер,Горгаз ХХК,3500000,4000000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бусад,"газрын тосны инженер, ашигалалтын инженерийн бакалавр ба түүнээс дээш зэрэгтэй | техникийн зураг схем унших чадвартай | мэргэжлээрээ 3-с дээш жилийн ажлын туршлагатай | бичиг баримт бүрдэлт хийх чадвартай | компьютерийн хэрэглээний программ /ms office, autocad/ хэрэглээний түвшинд бүрэн эзэмшсэн"
Zangia,Зураг төслийн менежер,Бодь Пропертийз,4000000,4500000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Төслийн менежер,"Архитектор мэргэжилтэй, 10-с дээш жилийн туршлагатай | 3-аас доошгүй жил удирдах түвшинд ажилласан | Англи хэлний Upper Intermediate түвшний мэдлэгтэй"
Zangia,Салбарын захирал /Дорнод аймаг дахь салбар/,Ариг Банк,4500000,5000000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бусад,"Банк санхүү, эдийн засгийн чиглэлээр бакалавр зэрэгтэй | Банкны системд 5-аас дээш жил ажилласан туршлагатай | Удирдах албан тушаалд ажилласан бол давуу тал"
Zangia,ХҮНИЙ НӨӨЦИЙН АХЛАХ МЕНЕЖЕР /САЛБАР/,Тэсо Групп,4500000,5000000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бусад,"Хүний нөөц, бизнес, эрх зүйн чиглэлээр бакалавр зэрэгтэй | Хүний нөөцөөр 5 ба түүнээс дээш жил ажилласан | Удирдах түвшинд 2 жил ажилласан бол давуу тал"
Zangia,Хоол үйлдвэрлэлийн албаны дарга,Ай Ди Эм Эн ХХК,4500000,5000000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бусад,"Хоол үйлдвэрлэл, технологийн чиглэлээр бакалавр зэрэгтэй | Удирдах түвшинд 5 ба түүнээс дээш жил ажилласан | HACCP, ISO 22000 сертификаттай бол давуу тал"
Zangia,Салбарын захирал /Ховд аймагт/,Монгол Ай Ди ХХК,3500000,4000000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бусад,"Банк санхүү, эдийн засгийн чиглэлээр төгссөн | Зээл, борлуулалтын чиглэлээр 5-с дээш жил ажилласан"
Zangia,Маркетингийн ахлах менежер,Батхүлэг автосервис,3000000,3500000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бизнес хөгжлийн менежер,Маркетингийн чиглэлээр бакалавр зэрэгтэй | 3+ жил ажилласан туршлагатай | Англи хэлний мэдлэгтэй бол давуу тал
Zangia,Нягтлан бодогч /Цалин -4 сая/,Сикст автомашин түрээс,3500000,4000000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бусад,"санхүү, нягтлан бодох бүртгэл болон холбогдох чиглэлээр бакалаврын зэрэгтэй | cpa, acca зэрэг мэргэжлийн эрхтэй бол давуу тал болно | аялал жуулчлал эсвэл зочлох үйлчилгээний салбарт дор хаяж 2 жил ажилласан туршлагатай | англи хэлний ахисан түвшний мэдлэгтэй | нягтлан бодох бүртгэлийн зарчим, санхүүгийн тайлагналын стандартын мэдлэгтэй | нягтлан бодох бүртгэлийн программ дээр ажиллах чадвартай (odoo мэддэг бол давуу тал) | аяллын өртгийн тооцоо, зочид буудлын орлогын менежмент зэрэг салбарын онцлогтой танил | шинжилгээ хийх, асуудал шийдвэрлэх өндөр ур чадвартай | санхүүгийн тайлан гаргахдаа нарийн нямбай, үнэн зөв | бие даан ажиллах, талбай дээр аудит хийх чадвартай | харилцаа холбоо, багаар ажиллах чадвартай | татварын хууль болон аялал жуулчлалын салбарын зохицуулалтын мэдлэгтэй | богино хугацаанд олон ажлыг зэрэг гүйцэтгэх чадвартай | олон улсын санхүүгийн удирдлагын мэдлэгтэй бол давуу тал болно"
Zangia,Хүнсний технологич,Мөнхийн болор ХХК,3000000,3500000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бусад,"удирдан зохион байгуулах, шийдвэр гаргах чадвартай | харилцааны ур чадвар сайтай, эерэг зөв хандлагатай | бичиг баримт боловсруулах чадвартай | анализ хийх, үнэлэлт өгөх чадвартай | мэргэжлээрээ бакалавр, /магистр/-с дээш зэрэгтэй | microsoft office- ийн программууд дээр ажиллах чадвартай | хүнсний технологичоор 3-аас дээш жил ажилласан туршлагатай байх"
Zangia,Project Sales Manager,Прожект Девелопмент Тотал Солюшн,3000000,3500000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бизнес хөгжлийн менежер,"бизнесийн удирдлага болон бусад чиглэлээр их дээд сургууль төгссөн байх | төслийн менежментийн мэдлэг, туршлагатай байх | компьютерийн хэрэглээний програмууд дээр чөлөөтэй ажилладаг байх | хэрэглэгчийн хэрэгцээ, зах зээлийн судалгааг гүнзгий ойлгодог байх | томоохон харилцагч нартай гэрээ хэлэлцээр хийх чадвартай байх | санхүүгийн тооцоолол, тайлан гаргах чадвартай байх | асуудал шийдвэрлэх, санал санаачлага гаргах чадвартай байх | багаар ажиллах чадвар болон манлайлах ур чадвартай байх | харилцааны өндөр ур чадвартай | англи хэлний зохих түвшний мэдлэгтэй байх"
Zangia,ХАБЭА АХЛАХ МЕНЕЖЕР,Таван Богд Билдинг Саплай ХХК,3500000,4000000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бусад,"хабэа-н чиглэлээр бакалавр болон түүнээс дээш зэрэгтэй | 3 ба түүнээс дээш жил хабэа чиглэлээр ажилласан байх | баг удирдаж ажилласан 1 ба түүнээс дээш жилийн туршлагатай байх | зөв хандлагатай, сурч хөгжих, дэвшин ажиллах эрмэлзэлтэй, хувийн зохион байгуулалт сайтай байх | барилгын салбар болон хоол үйлдвэрлэлийн салбарт ажиллаж байсан | хэрэглээний программ дээр ажиллаж чаддаг байх"
Zangia,Odoo ERP Хөгжүүлэгч (Junior / Mid),Монгол Ай Ди ХХК,4500000,5000000,[],Менежмент,7,Ахлах менежер / Нэгжийн удирдлага,Программ хангамжийн инженер,"мэдээллийн технологи, програм хангамж, системийн инженерчлэлийн чиглэлээр бакалавр ба түүнээс дээш зэрэгтэй | төслийн удирдлага дээр 1+ жил ажилласан туршлагатай | erp төсөл дээр ажилласан туршлагатай бол давуу тал болно | хөгжүүлэлтийн баримт бичиг (brd, fsd, bpmn) боловсруулах чадвартай | төслийн менежментийн аргачлалууд (agile, scrum, waterfall)–ын ойлголттой | production сервер, deployment процессын суурь ойлголттой байх | англи хэл дээр техникийн баримт бичиг унших, бичих чадвар"
Zangia,ҮЙЛ АЖИЛЛАГААНЫ ХЯНАЛТЫН ХЭЛТСИЙН ДАРГА /ТӨСЛИЙН/,Макс Өргөө ХХК,5500000,6000000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Төслийн удирдлагын албаны дарга,Боловсрол | Туршлага | Туршлага | Мэдлэг | Мэдлэг | Мэдлэг | Мэдлэг | Ур чадвар | Компьютерийн мэдлэг | Ур чадвар | Ур чадвар | Манлайлал | Хандлага
Zangia,Хүний нөөцийн менежер /Хятад хэлтэй/,Иэрт Рич Монголиа Интеллижент Ложистикс ХХК,5000000,5500000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Хүний нөөцийн ахлах ажилтан,Боловсрол | Манлайлал | Туршлага | Мэдлэг
Zangia,Маркетингийн албаны дарга,Акума Эрин ХХК,4000000,4500000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бизнес хөгжлийн менежер,Манлайлал | Шийдвэр гаргах | Харилцааны ур чадвар | Бүтээлч байдал | Хандлага | Туршлага
Zangia,Ерөнхий менежер /Алтан Жолоо Моторс/,Алтан Жолоо Трейд ХХК,4500000,5000000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бизнес хөгжлийн менежер,Боловсрол | Туршлага | Манлайлал | Харилцааны ур чадвар | Ур чадвар | Гадаад хэл
Zangia,Channel responsible,Huawei Technologies LLC,6000000,6500000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бизнес хөгжлийн менежер,Туршлага | Мэдлэг | Туршлага | Туршлага | Ур чадвар | Гадаад хэл
Zangia,Ерөнхий нягтлан бодогч,"""Дүүрэн фүүд"" ХХК",4000000,4500000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Ерөнхий нягтлан бодогч,Боловсрол | Туршлага | Компьютерийн мэдлэг | Туршлага | Багаар ажиллах | Хандлага
Zangia,Уул уурхайн инженер,Бэрх Уул ХК,4500000,5000000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бусад,Боловсрол | Туршлага | Мэдлэг | Мэдлэг | Манлайлал | Ур чадвар | Компьютерийн мэдлэг | Хандлага
Zangia,БОРЛУУЛАЛТЫН АХЛАХ МЕНЕЖЕР,ГРИЙН ИНДАСТРИ ХХК,4000000,4500000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бизнес хөгжлийн менежер,Боловсрол | Туршлага | Ур чадвар | Манлайлал | Тусгай шаардлага
Zangia,Хүүхдийн тасгийн эрхлэгч /ЗИНТ КЛИНИКИЙН САЛБАР/,Ачтан эмнэлэг,0,0,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бусад,Боловсрол | Туршлага | Тусгай шаардлага | Компьютерийн мэдлэг | Хандлага | Тусгай шаардлага
Zangia,"БОРЛУУЛАЛТ, ҮЙЛЧИЛГЭЭНИЙ АЛБАНЫ ДАРГА","""Артизан"" ХХК",3500000,4000000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бизнес хөгжлийн менежер,Боловсрол | Туршлага | Гадаад хэл | Мэдлэг | Ур чадвар | Ур чадвар | Ур чадвар | Харилцааны ур чадвар | Манлайлал | Багаар ажиллах
Zangia,ХҮРГЭЛТИЙН ҮЙЛ АЖИЛЛАГАА ХАРИУЦСАН АХЛАХ МЕНЕЖЕР,О'реш супермаркет,3500000,4000000,,Менежмент,7,Ахлах менежер / Нэгжийн удирдлага,Бусад,Хяналт
Zangia,БОРЛУУЛАЛТЫН АХЛАХ МЕНЕЖЕР,Цахиур Төмөр ХХК,4000000,4500000,,Менежмент,7,Ахлах менежер / Нэгжийн удирдлага,Бизнес хөгжлийн менежер,Боловсрол
Zangia,ҮЙЛ АЖИЛЛАГААНЫ АУДИТОР /Дотоод хяналт/,Каппэ Бэнэ Монголиа ХХК,3500000,4000000,,Менежмент,7,Ахлах менежер / Нэгжийн удирдлага,Бусад,Боловсрол
Zangia,БОРЛУУЛАЛТЫН АЛБАНЫ ДАРГА /УБ ХОТЫН БОРЛУУЛАЛТ/,Энто ХХК,5500000,6000000,[],Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бусад,Боловсрол | Туршлага | Хэлний мэдлэг
Zangia,Ерөнхий нягтлан бодогч,Энлает ХХК,3500000,4000000,[],Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Ерөнхий нягтлан бодогч,Туршлага | Ур чадвар
Zangia,МАРКЕТИНГИЙН АЛБАНЫ ДАРГА,Таван Богд Интернэйшнл ХХК,5500000,6000000,[],Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бусад,Боловсрол | Туршлага | Хэлний мэдлэг
Zangia,Ерөнхий нягтлан бодогч,Энсада Холдинг ХХК,3000000,3500000,[],Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Ерөнхий нягтлан бодогч,Боловсрол | Туршлага
Zangia,Чанар баталгаажилтын албаны дарга,Монос Косметик,5000000,5500000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бусад,Боловсрол | Туршлага | Ёс зүй | Ур чадварууд | Хэлний мэдлэг
