source,job_name,company,min_salary,max_salary,bonus,job_level_category,job_grade,job_level,job_category,requirements
Zangia,"Санхүү, дата аналист /Дельта Партнерс ХХК-Lowa дэлгүүр/",Дельта Холдинг,3500000,4000000,,Мэргэжилтэн,4,Ахисан түвшний мэргэжилтэн,Санхүүгийн шинжээч,Боловсрол | Туршлага | Ур чадвар
Zangia,Борлуулалтын менежер,Таван Богд Нура ХХК,3000000,3500000,,Мэргэжилтэн,4,Ахисан түвшний мэргэжилтэн,Бизнес хөгжлийн менежер,Туршлага | Боловсрол | Ур чадвар
Zangia,Зүрх судасны их эмч,Шинонмед эмнэлэг,2500000,3000000,,Мэргэжилтэн,4,Ахисан түвшний мэргэжилтэн,Бусад,Боловсрол | Зөвшөөрөл | Туршлага | Ур чадвар
Zangia,Брэнд мэргэжилтэн,БИШРЭЛТ ГРУПП,3500000,4000000,,Мэргэжилтэн,4,Ахисан түвшний мэргэжилтэн,Бусад,Боловсрол | Хэлний мэдлэг | Ур чадвар
Zangia,Холбоо дохиололын инженер,Вишн Девелопмент ХХК,3500000,4000000,,Мэргэжилтэн,4,Ахисан түвшний мэргэжилтэн,Бусад,Боловсрол | Мэдлэг | Туршлага | Ур чадвар
Zangia,Зочид буудлын захиалгын мэргэжилтэн,БИШРЭЛТ ГРУПП,3500000,4000000,,Мэргэжилтэн,4,Ахисан түвшний мэргэжилтэн,Бусад,Боловсрол | Туршлага | Ур чадвар | Хэлний мэдлэг
Zangia,Байгууллагын борлуулалтын менежер,ЧИМЭГЭ СИСТЕМС ХХК,3000000,3500000,,Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Бизнес хөгжлийн менежер,"борлуулалтын менежерээр 4-с дээш жил ажиллаж байсан туршлага | харилцааны болон бичгэн хэлний өндөр чадвар | борлуулалтын стратеги боловсруулах чадвар | технологийн салбарт сонирхолтой, суурь мэдлэгтэй байх | компьютерийн хэрэглээний мэдлэг (ms office, crm систем) | англи хэлний дундаас дээш түвшний мэдлэг | судалгаа хийх чадвар"
Zangia,UI/UX designer,"""Степпелинк Холдинг"" ХХК",3000000,3500000,,Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Мультимедиа дизайнер,"ui/ux эсвэл мультимедиа график дизайны чиглэлээр бакалавр зэрэгтэй байх дизайны хэрэгслүүд (figma, photoshop, illustrator, after effect гэх мэт)-ийг сайн мэддэг байх; | ui/ux дизайны чиглэлээр 1 ба түүнээс дээш жил ажилласан туршлагатай байх."
Zangia,UI/UX Дизайнер,БҮҮСТ,3000000,3500000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Бүтээгдэхүүн хариуцсан дизайнер,"figma, photoshop болон illustrator программууд дээр ажиллах чадвартай | бүтээлч сэтгэлгээтэй, нямбай, хариуцлагатай | шинийг санаачлагч, ажилдаа тууштай (detail oriented) | өөрийгөө илэрхийлэх, багаар ажиллах харилцааны ур чадвартай | ui/ux дизайн судалдаг, өөрийгөө хөгжүүлдэг | дизайн системийн зохих түвшний мэдлэгтэй, туршлагатай байх | ажлын байрны ёс зүйтэй, харилцааны соёлтой | зохих түвшний англи хэлний мэдлэгтэй | өнгө, дизайн дээр өндөр мэдрэмжтэй | вэб болон байгууллагын программ хангамжийн дизайн гаргаж байсан бол давуу тал болно"
Zangia,ЭМААБО албаны мэргэжилтэн,Кэй Эй Майнинг ХХК,3000000,3500000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Бусад,"бакалаврын зэрэгтэй, инженерийн чиглэлээр | эмаабо-гийн стандарт, журамд мэдлэгтэй байх | уул уурхай, барилга, үйлдвэрлэлийн салбарт ажилласан туршлагатай | ажлын аюулгүй байдлын талаар мэдлэгтэй байх | судалгаа, дүгнэлт боловсруулах чадвартай | багаар ажиллах, харилцаа холбоо сайтай байх | компьютерийн хэрэглээний программуудыг эзэмшсэн байх | англи хэлний мэдлэгтэй байх"
Zangia,АРХИТЕКТОР,Макс Өргөө ХХК,3500000,4000000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Бусад,"архитекторын мэргэжлээр бакалавр ба түүнээс дээш зэрэгтэй. | орон сууц, оффис, үйлдвэр, дэд бүтцийн төсөл дээр ажилласан туршлагатай. | autocad, revit, sketchup, 3ds max зэрэг программ ашиглах чадвартай. | adobe photoshop, illustrator ашиглах чадвартай бол давуу тал | архитектурын норм, стандартын мэдлэгтэй | бүтээлч сэтгэлгээтэй, дизайн боловсруулах чадвартай"
Zangia,IT СУДАЛГААНЫ ИНЖЕНЕР,Мобиком корпораци ХХК,3500000,4000000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Систем хөгжүүлэгч,"мэдээллийн технологийн чиглэлээр бакалавр болон түүнээс дээш зэрэгтэй. | англи хэлний бичгийн болон ярианы дунд түвшний мэдлэгтэй | асуудлыг задлан шинжлэх, дүгнэх, учир шалтгааныг олох, шинэ технологи, системийг бие даан судлах болон ажиллуулах чадвартай. | төсөл төлөвлөгөө боловсруулах, төслийн багуудыг удирдах, тайлагнах ур чадвартай."
Zangia,СҮЛЖЭЭ ТӨЛӨВЛӨЛТИЙН ИНЖЕНЕР,Мобиком корпораци ХХК,3500000,4000000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Мэдээллийн аюулгүй байдал болон систем администрат,"ip сүлжээ, tcp/ip, bgp, ospf, vlan, vrf, nat, acl, mpls, vpn, ipsec зэргийн өндөр мэдлэгтэй байх; | сүлжээний архитектурын баримт бичиг боловсруулах чадвартай; | cisco, arista гэх мэт сүлжээний төхөөрөмжтэй ажиллаж, дата төв эсвэл байгууллагын сүлжээний архитектур гаргаж байсан туршлагатай бол давуу тал болно; | ccna, ccnp (эсвэл түүнтэй дүйцэхүйц) гэрчилгээтэй бол давуу тал болно."
Zangia,САНТЕХНИКИЙН ИНЖЕНЕР /ШИНЭ ТӨСӨЛ-ЗАХИАЛАГЧ/,Ханхөгшин Интернэшнл ХХК,3500000,4000000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Бусад,"цэвэр, бохир усны инженер мэргэжлээр бакалавр болон түүнээс дээш зэрэгтэй | тухайн чиглэлээр 3-с дээш жил ажилласан туршлагатай | англи хэлний мэдлэгтэй бол давуу тал | компьютерын хэрэглээний болон мэргэжлийн программыг бүрэн эзэмшсэн | төсөл дээр ажиллаж амжилттай хүлээлгэн өгсөн туршлагатай | цэвэр, бохирын орчин үеийн дэвшилтэт технологи, шийдлийн талаар мэдлэгтэй | асуудалд дүн шинжилгээ хийж оновчтой шийдвэрлэх чадвартай | удирдан зохион байгуулах, бусдад шаардлага тавих чадвартай"
Zangia,"ХАЛААЛТ, АГААР СЭЛГЭЛТИЙН ИНЖЕНЕР /ШИНЭТӨСӨЛ-ЗАХИА",Ханхөгшин Интернэшнл ХХК,3500000,4000000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Бусад,"халаалт, агаар сэлгэлтийн инженер мэргэжлээр бакалавр болон түүнээс дээш зэрэгтэй | тухайн чиглэлээр 3-с дээш жил ажилласан туршлагатай | англи хэлний мэдлэгтэй бол давуу тал | компьютерын хэрэглээний болон мэргэжлийн программыг бүрэн эзэмшсэн | төсөл дээр ажиллаж амжилттай хүлээлгэн өгсөн туршлагатай | халаалт, агаар сэлгэлтийн орчин үеийн дэвшилтэт технологи, шийдлийн талаар мэдлэгтэй | асуудалд дүн шинжилгээ хийж оновчтой шийдвэрлэх чадвартай | удирдан зохион байгуулах, бусдад шаардлага тавих чадвартай"
Zangia,BRIDGE ENGINEER /Япон хэлтэй/,Мобиком корпораци ХХК,3500000,4000000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Программ хангамжийн инженер,"мэдээллийн технологи, мэдээллийн систем, компьютерын программ хангамж чиглэлээр бакалавр болон түүнээс дээш зэрэгтэй, | япон хэлний n2 ба түүнээс дээш түвшинтэй. япон хүмүүстэй хамтарч ажиллаж байсан бол давуу тал болно | agile scrum аргачлалаар ажиллаж байсан туршлагатай, | төслийн менежерийн мэдлэгтэй, | асуудлыг задлан шинжлэх, дүгнэх, учир шалтгааныг олох чадвартай, | харилцааны өндөр ур чадвартай, бие даан болон багаар олон түвшний хүмүүстэй харилцах чадвартай байx."
Zangia,Иргэний ба үйлдвэрийн барилгын инженер ажилд авна.,ЦЭЭБ ХХК,3500000,4000000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Бусад,"иргэний ба үйлдвэрийн барилгын инженерээр бакалавр болон түүнээс дээш зэрэгтэй | 3-с дээш жил ажилласан | судлах, төлөвлөх, хэрэгжүүлэх, хянах болон хариуцлага хүлээх бүрэн чадвартай, | барилга угсралтын стандартын мэдлэгтэй, талбайн хяналтыг мэргэжлийн түвшинд гүйцэтгэх ур чадвартай | үнэнч шударга, хариуцлагатай, хувийн зохион байгуулалт сайтай, бие даан болон багаар ажиллах чадвартай | мэргэжлийн ур чадвартай, хөдөлмөрч хичээнгүй зан чанартай | ачаалал даах чадвартай, харилцааны өндөр соёлтой | цаашид тогтвор суурьшилтай ажиллах хүсэл эрмэлзэлтэй."
Zangia,ХУДАЛДАН АВАЛТЫН МЕНЕЖЕР,Номин Констракшн Девелопмент Групп,3000000,3500000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Бусад,"олон улсын худалдаа, гадаад харилцаа чиглэлээр их дээд сургууль төгссөн | олон улсын худалдаа, гадаад харилцаа чиглэлээр 2 болон түүнээс дээш жил ажилласан туршлагатай | тоон шинжилгээ, судалгаа, арга зүйн боловсруулалт хийх чадвартай | компьютерийн хэрэглээний программуудыг бүрэн эзэмшсэн | англи, хятад хэлний дундаас дээш түвшний мэдлэгтэй | бие даан оновчтой шийдвэр гаргах, хариуцлага хүлээх чадвартай | удирдан зохион байгуулах, багаар ажиллах, манлайлах чадвартай"
Zangia,"Борлуулалт, маркетингийн менежер",ЭМ ЭС ИНТЕРНЭШНЛ,2500000,3000000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Бизнес хөгжлийн менежер,"-үйлчилгээний байгууллагад борлуулалт захиалгын чиглэлээр ажиллаж байсан | -захиалгын процессийг бүрэн хянах, зохион байгуулах чадвартай | - харилцагчтай зөв боловсон харилцах, асуудал шийдвэрлэх чадвартай | - англи хэлний мэдлэгтэй | -компьютерийн хэрэглээний програмууд (excel, word, захиалгын систем) ашиглах чадвартай | - санхүүгийн тоо баримт мэдээ тайлан гаргах чадвартай | - бизнесийн удирлага, болон борлуулалт маркетингийн чиглэлээр их дээд сургууль төгссөн"
Zangia,Хуулийн зөвлөх,"""Erin International"" Co., Ltd",3500000,4000000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Бусад,"-муис-хзс төгссөн. | -мэргэжлээрээ 2с дээш жил ажилласан. | -гэрээ контракт дээр ажиллаж байсан, гэрээ дүгнэх чадвартай | -монгол хэл бичгийн өндөр түвшний мэдлэгтэй | -баримт бичиг тайлагнах өндөр чавартай | -компьютерийн хэрэглээний программууд дээр ажиллах чадвартай"
Zangia,График дизайнер /Балансэд Грөүт Менежмент ХХК/,Тэсо Групп,3500000,4000000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Мультимедиа дизайнер,"компьютер график дизайнер чиглэлээр их дээд сургууль төгссөн | видео болон хэвлэлийн эх бэлтгэлх мэргэжлийн программууд дээр ажиллах чадвартай /adobe photoshop, adobe illustrator, adobe after effect, premiere pro, indesign/ | багаар ажиллах чадвартай, хурдан шуурхай, шинэ санал санаачлагатай | мэргэжлээрээ ажилласан туршлагатай"
Zangia,PROJECT CONTROLS SPECIALIST,Бадрах Энержи ХХК,3500000,4000000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Төслийн удирдлагын ажилтан,"bachelor’s degree in engineering, construction management, finance or related field | 3 years’ experience in project control, scheduling, preferably in mining construction projects | proficiency in software such as primavera p6, ms project, ms power bi. | ability to manage multiple priorities in a fast-paced environment | strong analytical skills and attention to detail | proficient in english, with excellent written and verbal communication skills."
Zangia,ХУДАЛДААНЫ ТӨЛӨӨЛӨГЧ /борлуулагч/,ГРИЙН ИМПЕКС ХХК,5000000,5500000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Бусад,-борлуулалтын чиглэлээр ажиллаж байсан туршлагатай бол давуу тал гэж үзнэ. | - бүртгэл тооцоо хийх чадвартай | - харилцааны соёлтой | - хариуцлагатай байх
Zangia,Худалдааны төлөөлөгч /Борлуулагч/,Оюу энд танан стөүнэ ххк,3500000,4000000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Бусад,"хувьдаа машинтай, худалдааны чиглэлээр ажиллах сохирхолтой, | худалдааны төлөөлөгчөөр ажиллаж байсан туршлагатай, | эерэг зөв хандлагатай, | шудрага, | тууштай ажиллах сонирхолтой, | ачаалал даан ажиллах чадвартай, | хариуцлагатай, харилцааны соёлтой,"
Zangia,ТООЦООНЫ НЯГТЛАН БОДОГЧ /Витафит инвест ХХК/,Витафит Групп,3000000,3500000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Бусад,Боловсрол | Туршлага | Ур чадвар
Zangia,БӨӨРНИЙ ЭМЧ /Гэрээтээр ажиллах/,Грандмед эмнэлэг,2100000,2500000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Эрүүл мэндийн салбар хариуцсан технологийн захирал,Боловсрол | Мэргэшил | Туршлага
Zangia,"Видео, фото эдитор / cameraman /",Жавхлант дистрибюшн ХХК,3000000,3500000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Мультимедиа дизайнер,Ур чадвар | Ур чадвар
Zangia,Галын аюулгүй байдлын инженер,М-Си-Эс Эстэйтс ХХК,3500000,4000000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Бусад,Боловсрол | Туршлага
Zangia,Дизайнер ажилд авна,Жигүүр Гранд Групп,2500000,3000000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Мультимедиа дизайнер,Боловсрол | Туршлага
Zangia,Inventory Coordinator,Трансвест Монголиа ХХК,4000000,4500000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Бусад,Боловсрол | Хэлний мэдлэг
Zangia,Нягтлан бодогч,Номадсын Сүлжээ Ресторан,2500000,3000000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Бусад,Боловсрол | Туршлага | Ур чадвар
Zangia,"Чанар хяналтын инженер (ХАС, OТ төсөл)",Бодь Пропертийз,3000000,3500000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Бусад,Боловсрол | Мэргэшил | Туршлага
Zangia,Цахилгааны инженер,Цагаан Хуаран Консалтинг ХХК,2500000,3000000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Бусад,Боловсрол
Zangia,Цахилгааны инженер,“Би Энд Би констракшн” ХХК,3000000,3500000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Бусад,Боловсрол | Туршлага
Zangia,БИЗНЕС ХӨГЖЛИЙН МЭРГЭЖИЛТЭН,Жэй Си Дэко Монголиа ХХК,2100000,2500000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Бизнес хөгжлийн менежер,Туршлага | Хэлний мэдлэг
Zangia,Хуульч,Монре Даатгал ХХК,3500000,4000000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Бусад,Боловсрол | Туршлага
Zangia,Сургалт хариуцсан мэргэжилтэн /ERP систем/,Смарт Софтвэйр Групп,2500000,3000000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Хүний нөөцийн ажилтан,Боловсрол | Туршлага | Хэлний мэдлэг
Zangia,Сантехникийн инженер/ Захиалагчийн инженер Яармаг,Монкон Констракшн ХХК,3500000,4000000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Бусад,Боловсрол
Zangia,Цахилгааны инженер / Сэлбэ хот төсөл/,Монкон Констракшн ХХК,3000000,3500000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Бусад,Боловсрол | Туршлага
Zangia,Хяналтын инженер,Гурван бухат групп ХХК,3500000,4000000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Бусад,Боловсрол | Туршлага
Zangia,Санхүүгийн аудитор,Гурван бухат групп ХХК,3000000,3500000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Санхүүгийн шинжээч,Боловсрол | Туршлага | Мэргэшил
Zangia,Программ зохиогч (Эрэгтэй),MM системс ХХК,2500000,3000000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Програмист,Ур чадвар
Zangia,Автоматжуулалтын инженер /IT ажилд авна.,Техтус,2500000,3000000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Программ хангамжийн инженер,Боловсрол | Туршлага
Zangia,Бүтээгдэхүүн хариуцсан мэргэжилтэн /Мобинет/,Мобиком корпораци ХХК,3000000,3500000,,Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Бизнес хөгжлийн менежер,"Бизнес удирдлага, маркетинг, мэдээллийн технологийн чиглэлээр бакалавр болон түүнээс дээш боловсролын зэрэгтэй байх | Мэргэжлээрээ 2-с дээш жил ажилласан туршлагатай байх"
Zangia,Хөрөнгө оруулалтын шинжээч,Апекс капитал ҮЦК ХХК,3000000,3500000,,Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Санхүүгийн шинжээч,"Санхүү, эдийн засгийн чиглэлээр төгссөн | Компанийн санхүүгийн тайлан, бизнес төлөвлөгөөнд дүн шинжилгээ хийх ур чадвартай"
Zangia,ДЭД БҮТЦИЙН ИНЖЕНЕР,Скай Хайпермаркет  ХХК,3000000,3500000,[],Мэргэжилтэн,6,Ахисан түвшний мэргэжилтэн,Мэдээллийн аюулгүй байдал болон систем администрат,"програм хангамж, холбооны инженер, сүлжээний инженер чиглэлээр бакалавр болон түүнээс дээш зэрэгтэй | мэргэжлийн сургалтад суусан гэрчилгээтэй бол давуу тал болно | мэргэжилээрээ 1-с дээш жил ажилласан байх | багаар ажиллах чадвартай | судалгаа шинжилгээ хийх, дүн шинжилгээ хийх чадвартай | харилцааны ур чадвартай | англи хэлний дунд болон түүнээс дээш түвшний мэдлэгтэй | гарсан асуудлыг түргэн шуурхай шийдвэрлэдэг байх шинэ техник, технологийг сурах ашиглах чавартай байх"
Zangia,ҮЙЛДВЭРИЙН ТЕХНОЛОГИЧ / ЕВРО БАЗАЛЬТ ХХК/,ТЭСО ИНДАСТРИАЛ ПАРК ХХК,3000000,3500000,[],Мэргэжилтэн,6,Ахисан түвшний мэргэжилтэн,Бусад,"хими, материал судлал, барилгын материалын технологи, металлурги, инженерчлэл, эсвэл ижил төстэй чиглэлээр дээд боловсролтой байх | тусгай зөвшөөрөл, мэргэжлийн сургалтын үнэмлэхтэй бол давуу тал болно | тухайн мэргэжлээр шинэ төгсөгч байж болно"
Zangia,ДИЗАЙНЕР /ТЭСО ДЭЙРИ ХХК/,Тэсо Фүүдс ХХК,3000000,3500000,[],Мэргэжилтэн,6,Ахисан түвшний мэргэжилтэн,Мультимедиа дизайнер,мэргэжлийн программуудыг бүрэн эзэмшсэн | зураг авалт болон бичлэг хийж засварладаг бол давуу тал болно | бүтээгдэхүүний эх бэлтгэл болон идэвхжүүлэлтийн ажлын эх бэлтгэж байсан туршлагатай байх
Zangia,Бренд менежерийн туслах /орос хэлтэй/,SRT Group,3000000,3500000,[],Мэргэжилтэн,6,Ахисан түвшний мэргэжилтэн,Бусад,"бизнесийн удирдлага болон оу-ын худалдааны чиглэлээр гадаадын болон дотоодын их дээд сургууль төгссөн | орос хэлтэй | ms office, excel программ дээр тоон мэдээллүүдийг боловсруулах, нэгтгэн дүгнэх, тайлбарлах, тайлагнах чадвартай | өсч хөгжих хүсэл эрмэлзэлтэй | санаачлагатай, хурдан суралцах чадвартай | хариуцлагатай"
Zangia,Хөрөнгө оруулалтын менежер /Инвескор Капитал ҮЦК/,Инвескор капитал ҮЦК ХХК,3000000,3500000,[],Мэргэжилтэн,6,Ахисан түвшний мэргэжилтэн,Санхүүгийн шинжээч,"санхүү, банк, нягтлан бодох бүртгэл болон бусад холбоотой чиглалээр бакалавр болон түүнээс дээш боловсролын зэрэгтэй | хөрөнгө оруулалтын чиглэлээр мэргэшсэн сургалтад хамрагдсан бол давуу тал болно | байгууллагын харилцаа, борлуулалтын чиглэлээр сургалтад хамрагдаж байсан бол давуу тал | аман болон бичгийн харилцааны ур чадвартай байх | тоон болон санхүүгийн дүн шинжилгээ хийх чадвартай байх"
Zangia,QA инженер,КоллПро ХХК,3000000,3500000,[],Мэргэжилтэн,6,Ахисан түвшний мэргэжилтэн,Программ хангамжийн инженер,"өгөгдлийн сангийн хэлний тодорхой хэмжээний мэдлэгтэй байх, | тайлан боловсруулах, бичиг баримт хөтлөх чадвартай, | linux/unix/windows үйлдлийн систем дээр ажилладаг байх, | асуудлыг тодорхойлж, оновчтой шийдэл гаргах чадвартай, | системийн уялдаа холбоог ойлгодог байх, | хувийн зохион байгуулалт сайтай, | англи хэлний мэдлэгтэй, мэргэжлийн судалгаа, мэдлэг, мэдээллийг онлайн орчноос авах чадвартай, | багаар ажиллах чадвартай, | qa инженерээр ажиллаж байсан бол давуу тал болно. | docker, kubernetes мэдлэгтэй бол давуу тал болно."
Zangia,АУДИТОР /Санхүү/,Грийн Групп,3000000,3500000,[],Мэргэжилтэн,6,Ахисан түвшний мэргэжилтэн,Бусад,"үйл ажиллагааны хяналт хийх туршлагатай байх | процессын загварчлал, хяналтын тогтолцоог тодорхойлж байсан туршлагатай байх | дотоод хяналтын чиглэлээр 2-с дээш жил ажиллаж байсан туршлагатай байх | нягтлан бодогч, эдийн засагч, санхүүгийн шинжээчийн чиглэлээр баклавар ба түүнээс дээш зэрэгтэй | хөндлөнгийн болон дотоод аудитын чиглэлээр 2+ дээш жил ажилсан туршлагатай | мэргэжлийн өндөр ёс зүйтэй | компьютерийн хэрэглээний программыг бүрэн эзэмшсэн | мэдээлэл боловсруулах, бичиг баримт боловсруулах, тайлагнах ур чадвартай, асуудалд шийдвэр гаргаж дүгнэлт хийх чадвартай"
