source,job_name,company,min_salary,max_salary,bonus,job_level_category,job_grade,job_level,job_category,requirements
Zangia,БОРЛУУЛАЛТЫН ХЭЛТСИЙН ЗАХИРАЛ,Капитрон банк,6000000,6500000,,Гүйцэтгэх удирдлага,9,Чиг үүргийн удирдлага,Бусад,Боловсрол
Zangia,Аудитын хэлтсийн дарга,БИШРЭЛТ ГРУПП,6000000,6500000,,Гүйцэтгэх удирдлага,8,Чиг үүргийн удирдлага,Бусад,Боловсрол
Zangia,ҮЙЛДВЭРЛЭЛ ХАРИУЦСАН ЗАХИРАЛ,Каппэ Бэнэ Монголиа ХХК,4500000,5000000,,Гүйцэтгэх удирдлага,9,Чиг үүргийн удирдлага,Бусад,Боловсрол
Zangia,ҮЙЛ АЖИЛЛАГААНЫ ГАЗРЫН ЗАХИРАЛ,Каппэ Бэнэ Монголиа ХХК,5000000,5500000,,Гүйцэтгэх удирдлага,9,Чиг үүргийн удирдлага,Бусад,
Zangia,Маркетингийн албаны дарга /англи хэлтэй/,Таван Богд Групп,6500000,7000000,,Гүйцэтгэх удирдлага,8,Чиг үүргийн удирдлага,Бусад,Боловсрол
Zangia,ИНЖЕНЕР ТЕХНИКИЙН АЛБАНЫ ЗАХИРАЛ,Инвескор проперти,5000000,5500000,[],Менежмент,9,Чиг үүргийн удирдлага,Бусад,Боловсрол | Туршлага | Хэлний мэдлэг
Zangia,Ерөнхий менежер,Чүү пласента трейд ХХК,2500000,3000000,[],Менежмент,9,Чиг үүргийн удирдлага,Бусад,Боловсрол | Хэлний мэдлэг
Zangia,Ерөнхий нягтлан бодогч,Хатант интернэшнл ххк,6500000,7000000,[],Менежмент,9,Чиг үүргийн удирдлага,Ерөнхий нягтлан бодогч,Боловсрол | Туршлага | Мэргэшил
Zangia,"Үнэт цаасны арилжаа, борлуулалт хариуцсан захирал",Нэткапитал санхүүгийн корпораци,5500000,6000000,[],Менежмент,9,Чиг үүргийн удирдлага,Бусад,Боловсрол | Туршлага
Zangia,ОЛОН УЛСЫН БАНКНЫ ХЭЛТСИЙН ЗАХИРАЛ,Хасбанк,0,0,,Менежмент,9,Чиг үүргийн удирдлага,Бусад,Боловсрол | Туршлага | Ур чадварууд
Zangia,Төслийн менежер,Суут инвестмент групп,3000000,3500000,,Менежмент,,Чиг үүргийн удирдлага,Төслийн менежер,
Zangia,Дижитал борлуулалт хариуцсан захирал,Нэткапитал санхүүгийн корпораци,6000000,6500000,,Менежмент,10,Чиг үүргийн удирдлага,Бусад,Боловсрол | Туршлага | Удирдан манлайлах | Зөөлөн ур чадвар
Zangia,ҮЙЛ АЖИЛЛАГАА ХАРИУЦСАН ЗАХИРАЛ,Бичил Глобус,4500000,5000000,[],Менежмент,9,Чиг үүргийн удирдлага,Дэд захирал,Боловсрол | Ажлын туршлага | Ур чадвар | Ур чадвар | Ур чадвар | Ур чадвар | Мэдлэг | Мэдлэг
Zangia,Маркетинг хариуцсан захирал /FreshPack/,Пик Пак Групп ХХК,5500000,6000000,[],Менежмент,9,Чиг үүргийн удирдлага,Бусад,Боловсрол | Ажлын туршлага | Мэдлэг | Мэдлэг | Ур чадвар | Ур чадвар | Мэдлэг
Zangia,Үйл ажиллагааны захирал,И-Эн-Си Групп,5500000,6000000,,Гүйцэтгэх удирдлага,9,Чиг үүргийн удирдлага,Дэд захирал,Боловсрол | Туршлага | Мэдлэг | Ур чадвар | Хэлний мэдлэг
Zangia,ХЯНАЛТ ШАЛГАЛТЫН ХЭЛТЭСТ - ХЭЛТСИЙН ЗАХИРАЛ,Их Мөнх Наран ХХК,5500000,6000000,,Гүйцэтгэх удирдлага,9,Чиг үүргийн удирдлага,Санхүү эрхэлсэн захирал,Боловсрол | Туршлага | Мэдлэг | Ур чадвар | Хувийн чанар
Zangia,Борлуулалтын хэлтсийн захирал,"""Нэйшнл Ньюс Корпорэйшн"" ХХК",4500000,5000000,,Гүйцэтгэх удирдлага,8,Чиг үүргийн удирдлага,Бусад,Туршлага | Боловсрол | Ур чадвар | Хэлний мэдлэг | Хувийн чанар
Zangia,Ерөнхий нягтлан бодогч,Монжүүс ХХК,4500000,5000000,,Менежмент,8,Чиг үүргийн удирдлага,Ерөнхий нягтлан бодогч,Боловсрол | Туршлага | Ур чадвар
Zangia,ХҮНД МАШИНЫ МЕХАНИЗМ ЗАСВАР ТӨЛӨВЛӨЛТ ХАРИУЦСАН ЗА,Их говь энержи ХХК,10000000,10000000,,Менежмент,9,Чиг үүргийн удирдлага,Бусад,Боловсрол | Туршлага
Zangia,Ерөнхий нягтлан бодогч,Нэгүн кашмэр,6000000,6500000,,Менежмент,9,Чиг үүргийн удирдлага,Ерөнхий нягтлан бодогч,Боловсрол | Туршлага | Ур чадвар
Zangia,Барилгын ерөнхий инженер,НАРАНБУЛАГ БЭХИ КОНСТРАКШН,6000000,6500000,,Менежмент,9,Чиг үүргийн удирдлага,Бусад,Боловсрол | Туршлага | Ур чадвар
Zangia,Төслийн менежер,БльюМон Групп,4500000,5000000,,Гүйцэтгэх удирдлага,9,Чиг үүргийн удирдлага,Төслийн менежер,Ур чадвар | Туршлага | Хэлний мэдлэг
Zangia,САНХҮҮ ТӨЛӨВЛӨЛТ ХАРИУЦСАН ЗАХИРАЛ,Макс Групп,6000000,6500000,,Гүйцэтгэх удирдлага,9,Чиг үүргийн удирдлага,Санхүү эрхэлсэн захирал,Боловсрол | Туршлага | Ур чадвар | Хэлний мэдлэг
Zangia,Бизнес салбарын захирал,Нэткапитал санхүүгийн корпораци,4000000,4500000,,Менежмент,9,Чиг үүргийн удирдлага,Бусад,
Zangia,ЕРӨНХИЙ НЯГТЛАН БОДОГЧ,Их говь энержи ХХК,4500000,5000000,,Менежмент,9,Чиг үүргийн удирдлага,Ерөнхий нягтлан бодогч,
Zangia,Үйл ажиллагааны менежер,Пастри Корп ХХК,3000000,3500000,,Гүйцэтгэх удирдлага,9,Чиг үүргийн удирдлага,Төслийн менежер,"бакалаврын зэрэгтэй буюу түүнээс дээш | ресторан, хоол үйлдвэрлэлийн салбарт 3-с дээш жил ажилласан туршлагатай | удирдах болон багийн менежментийн чадвартай | ухаалаг шийдвэр гаргах, асуудал шийдвэрлэх чадвартай | коммуникацийн өндөр ур чадвартай | ажлын ачааллаас шалтгаалан хурдтай, үр дүнтэй ажиллах чадвартай | англи хэлний зохих мэдлэгтэй | компьютерийн хэрэглээний програмуудыг мэддэг | хариуцлагатай, үнэнч, бүтээлч сэтгэлгээтэй"
Zangia,Ерөнхий менежер / Гадаад худалдаа /,Жавхлант дистрибюшн ХХК,5000000,5500000,[],Менежмент,9,Чиг үүргийн удирдлага,Бусад,Боловсрол | Туршлага | Туршлага
Zangia,Борлуулалтын албаны дарга,Сатурн фүүдс ХХК,4500000,5000000,[],Менежмент,9,Чиг үүргийн удирдлага,Бусад,Боловсрол | Туршлага
Zangia,"Агуулах, түгээлтийн албаны дарга",Алтан Жолоо Трейд ХХК,5500000,6000000,,Менежмент,9,Чиг үүргийн удирдлага,Бусад,Боловсрол | Туршлага
Zangia,Санхүү төлөвлөлтийн дарга,Таван Богд Групп,8000000,9000000,,Гүйцэтгэх удирдлага,10,Чиг үүргийн удирдлага,Санхүү эрхэлсэн захирал,Боловсрол | Туршлага
Zangia,Аюулгүй байдлын албаны дарга,"""АРАВТ СЕКЬЮРИТИ СЕРВИС"" ХХК",3000000,3500000,,Менежмент,9,Чиг үүргийн удирдлага,Бусад,Боловсрол | Туршлага
Zangia,Маркетинг хариуцсан захирал,Монгол Ай Ди ХХК,4500000,5000000,,Гүйцэтгэх удирдлага,10,Чиг үүргийн удирдлага,Бусад,Туршлага | Боловсрол
Zangia,СҮЛЖЭЭ ДЭЛГҮҮР ХАРИУЦСАН ЗАХИРАЛ,Моннидер ХХК,6000000,6500000,,Менежмент,9,Чиг үүргийн удирдлага,Бусад,Тавигдах шаардлага
Zangia,"БОРЛУУЛАЛТ, МАРКЕТИНГИЙН ГАЗРЫН ЗАХИРАЛ",Ази Фарма  ХХК,5500000,6000000,,Менежмент,9,Чиг үүргийн удирдлага,Бусад,"эм зүйч, эмч&nbsp; мэргэжилтэй | эрүүл мэндийн салбарт маркетинг, борлуулалтын чиглэлээр 5-оос дээш жил удирдах албан тушаалд ажиллаж байсан туршлагатай | борлуулалт, маркетингийн орчин үеийн болон уламжлалт арга аргачлалыг үйл ажиллагааны онцлогтой уялдуулан хэрэгжүүлэх чадвартай, b2b, b2c аль алин дээр мэргэшсэн&nbsp; | борлуулалтын болон тайлан мэдээнд дүн шинжилгээ хийх чадвартай. | англи болон орос хэлний дундаас дээш түвшний мэдлэгтэй байна.&nbsp;&nbsp; | хэрэглэгч төвтэй, бүтээлч, эерэг зөв сэтгэлгээтэй, санаачлагатай байх"
Zangia,НИЙЛҮҮЛЭЛТИЙН СҮЛЖЭЭНИЙ ГАЗРЫН ЗАХИРАЛ,Каппэ Бэнэ Монголиа ХХК,4500000,5000000,,Гүйцэтгэх удирдлага,9,Чиг үүргийн удирдлага,Бусад,Мэргэжлийн боловсролтой | Туршлагатай | Англи хэлтэй | Удирдах чадвар
Zangia,Салбарын захирал,Инвескор ББСБ ХК,4500000,5000000,,Гүйцэтгэх удирдлага,9,Чиг үүргийн удирдлага,Бусад,Бакалаврын зэрэгтэй | Удирдах туршлагатай | Ур чадвартай
Zangia,"Маркетинг, борлуулалт хариуцсан захирал",ЮНАЙТЭД ПРОЖЕКТС КОРПОРЭЙШН ХХК,7000000,7500000,,Гүйцэтгэх удирдлага,9,Чиг үүргийн удирдлага,Бусад,Бакалаврын зэрэгтэй | Удирдах туршлагатай | Англи хэлтэй
Zangia,Санхүү хариуцсан захирал,МRТ Менежмент ХХК,7000000,7500000,,Гүйцэтгэх удирдлага,10,Чиг үүргийн удирдлага,Санхүү эрхэлсэн захирал,Боловсрол | Туршлага | Туршлага | Туршлага | Компьютерийн мэдлэг | Ур чадвар | Хэлний мэдлэг | Ур чадвар
Zangia,Ерөнхий нягтлан бодогч,Професионалстрой  ХХК,2500000,3000000,,Менежмент,8,Чиг үүргийн удирдлага,Ерөнхий нягтлан бодогч,Боловсрол | Компьютерийн мэдлэг | Ур чадвар | Туршлага
Zangia,"Мэдээлэл, кибер аюулгүй байдлын газрын захирал",Нэткапитал санхүүгийн корпораци,4500000,5000000,,Гүйцэтгэх удирдлага,9,Чиг үүргийн удирдлага,Мэдээллийн аюулгүй байдал болон систем администрат,Боловсрол | Туршлага | Мэдлэг | Хандлага
Zangia,Хүний нөөц хариуцсан захирал,Өндөр Алтайн Зам ХХК,5500000,6000000,[],Гүйцэтгэх удирдлага,9,Чиг үүргийн удирдлага,Бусад,Туршлага | Гадаад хэл
Zangia,Маркетингийн албаны дарга,Таван Богд Фүүдс ХХК,6500000,7000000,[],Менежмент,9,Чиг үүргийн удирдлага,Бусад,Боловсрол | Туршлага
Zangia,Санхүү бүртгэлийн албаны дарга,Уранган ХХК,5000000,5500000,,Менежмент,9,Чиг үүргийн удирдлага,Санхүү эрхэлсэн захирал,Ур чадвар | Мэдлэг | Туршлага
Zangia,ЦАХИЛГААНЫ ИНЖЕНЕР,Энержи кастль констракшн,4500000,5000000,,Менежмент,9,Чиг үүргийн удирдлага,Бусад,Туршлага | Ур чадвар
Zangia,САНТЕХНИКИЙН ИНЖЕНЕР,Энержи кастль констракшн,4500000,5000000,,Менежмент,9,Чиг үүргийн удирдлага,Бусад,Боловсрол | Туршлага | Ур чадвар
Zangia,Ерөнхий нягтлан бодогч,Юнайтед Ресурсес ХХК,4500000,5000000,[],Менежмент,9,Чиг үүргийн удирдлага,Ерөнхий нягтлан бодогч,Боловсрол | Туршлага | Ур чадварууд
Zangia,Ерөнхий инженер, “Хаан булаг Интернэйшнл” ХХК,4500000,5000000,[],Гүйцэтгэх удирдлага,8,Чиг үүргийн удирдлага,Бусад,Боловсрол | Туршлага | Туршлага
Zangia,Chief/General Engineer,Сүмбэрцамхаг групп,6000000,6500000,,Гүйцэтгэх удирдлага,9,Чиг үүргийн удирдлага,Архитектур шийдэл хариуцсан захирал,Боловсрол | Туршлага | Ур чадвар
Zangia,Санхүүгийн Дотоод Аудитор,Чиглэл ХХК,4000000,4500000,,Гүйцэтгэх удирдлага,9,Чиг үүргийн удирдлага,Санхүүгийн шинжээч,Боловсрол | Туршлага
Zangia,Ерөнхий инженер,"""Материалимпэкс"" ХК",4000000,4500000,,Гүйцэтгэх удирдлага,9,Чиг үүргийн удирдлага,Бусад,Боловсрол | Туршлага | Ур чадвар
Zangia,Барилгын ерөнхий инженер,Нар-Урт ХХК,7000000,7500000,,Менежмент,9,Чиг үүргийн удирдлага,Бусад,Туршлага | Ур чадвар | Туршлага | Ур чадвар | Ур чадвар
Zangia,Борлуулалтын захирал,Юу Эй Пи,4500000,5000000,,Менежмент,9,Чиг үүргийн удирдлага,Дэд захирал,Боловсрол | Туршлага | Туршлага | Ур чадвар | Ур чадвар | Ур чадвар | Ур чадвар | Гадаад хэл
Zangia,Маркетинг хариуцсан захирал,М-Си-Эс Техноложис ХХК,5500000,6000000,,Менежмент,9,Чиг үүргийн удирдлага,Бусад,Боловсрол | Технологийн мэдлэг | Туршлага | Удирдах ур чадвар | Инновацийн мэдлэг | Салбарын туршлага | Аналитик сэтгэлгээ | Гадаад хэл
Zangia,Маркетинг хариуцсан захирал,ТекПак Групп ХХК,4500000,5000000,,Менежмент,9,Чиг үүргийн удирдлага,Бусад,Боловсрол | Технологийн мэдлэг | Туршлага | Удирдах ур чадвар | Салбарын туршлага | Аналитик сэтгэлгээ | Гадаад хэл
Zangia,Хүний нөөц хариуцсан захирал,М-Си-Эс Техноложис ХХК,5500000,6000000,,Менежмент,9,Чиг үүргийн удирдлага,Хүний нөөцийн ахлах ажилтан,Боловсрол | Туршлага | Стратегийн туршлага | Бодлого боловсруулах чадвар | Харилцааны ур чадвар
Lambda Global,Solution Architect,AND Global,8000000,10000000,"[{'name': 'Хагас жил бүр бонус', 'description': None}, {'name': 'Тушаал ахих боломж', 'description': None}, {'name': 'Эрүүл мэндийн даатгал (Хувийн)', 'description': None}, {'name': 'Өглөөний цай /үнэгүй/', 'description': None}]",Менежмент,9,Чиг үүргийн удирдлага,Архитектур шийдэл хариуцсан захирал,Туршлага | Мэдлэг | Туршлага | Мэдлэг | Ур чадвар | Ур чадвар
Lambda Global,Санхүү төлөвлөлтийн дарга,Таван Богд Групп,8000000,9000000,"[{'name': 'Тушаал ахих боломж', 'description': None}, {'name': 'Ажилчдын хямдрал', 'description': None}, {'name': 'Цалинтай чөлөө', 'description': None}, {'name': 'Орон сууцны дэмжлэг', 'description': None}, {'name': 'Жилийн эцсийн бонус', 'description': None}, {'name': 'Эрүүл мэндийн даатгал (Хувийн)', 'description': None}]",Менежмент,9,Чиг үүргийн удирдлага,Санхүү эрхэлсэн захирал,Боловсрол | Туршлага | Хэлний мэдлэг | Ур чадвар | Ур чадвар | Ур чадвар | Ур чадвар | Давуу тал
Lambda Global,"АЖИЛ ҮЙЛЧИЛГЭЭ, ХУДАЛДАН АВАЛТЫН АЛБАНЫ ДАРГА","""Монголын Алт"" (МАК) ХХК",6000000,8000000,"[{'name': 'Сэтгэлзүйн эрүүл мэндийн дэмжлэг', 'description': None}, {'name': 'Сургалтын төлбөрийн дэмжлэг', 'description': None}, {'name': 'Сайн дурын ажил /цалинтай/', 'description': None}, {'name': 'Эрүүл мэндийн даатгал (Хувийн)', 'description': None}, {'name': 'Цалинтай чөлөө', 'description': None}, {'name': 'Компанийн бэлэг', 'description': None}, {'name': 'Компаний машин/унаа', 'description': None}, {'name': 'Тушаал ахих боломж', 'description': None}, {'name': 'Жилийн эцсийн бонус', 'description': None}, {'name': 'Орон сууцны дэмжлэг', 'description': None}, {'name': 'Тэтгэврийн хуримтлал', 'description': None}]",Менежмент,9,Чиг үүргийн удирдлага,Бусад,
Lambda Global,АРИЛЖААНЫ ХЭЛТСИЙН ЗАХИРАЛ,Капитрон банк,5500000,7000000,[],Менежмент,9,Чиг үүргийн удирдлага,Санхүү эрхэлсэн захирал,Боловсрол | Хэлний мэдлэг | Туршлага | Мэдлэг | Туршлага | Ур чадвар | Давуу тал
Lambda Global,БОРЛУУЛАЛТЫН ХЭЛТСИЙН ЗАХИРАЛ,Капитрон банк,5500000,6500000,[],Менежмент,9,Чиг үүргийн удирдлага,Бусад,Боловсрол | Туршлага | Ур чадвар | Мэдлэг | Ур чадвар | Ур чадвар | Ур чадвар | Ур чадвар
Lambda Global,АРИЛЖААН Ы ХЭЛТСИЙН ЗАХИРАЛ,Капитрон банк,5500000,6500000,[],Менежмент,9,Чиг үүргийн удирдлага,Бусад,Боловсрол | Хэлний мэдлэг | Туршлага | Мэдлэг | Туршлага | Ур чадвар | Давуу тал
Lambda Global,Head of sales and operation,Lambda Global,4500000,5500000,"[{'name': 'Хагас жил бүр бонус', 'description': None}, {'name': 'Цалинтай чөлөө', 'description': None}, {'name': 'Ажилчдын хямдрал', 'description': None}]",Менежмент,9,Чиг үүргийн удирдлага,Бусад,
Lambda Global,МАРКЕТИНГИЙН ХЭЛТСИЙН ЗАХИРАЛ,Mongolian Star Distribution LLC,5000000,5500000,"[{'name': 'Ажилчдын хямдрал', 'description': None}, {'name': 'Хүүхэд асрах дэмжлэг', 'description': None}, {'name': 'Улирал бүр бонус', 'description': None}, {'name': 'Эрүүл мэндийн даатгал (Хувийн)', 'description': None}, {'name': 'Үдийн хоол /төлбөргүй/', 'description': None}, {'name': 'Gym/Yoga/Wellness гишүүнчлэл', 'description': None}, {'name': 'Уян хатан ажлын цаг', 'description': None}]",Менежмент,9,Чиг үүргийн удирдлага,Дэд захирал,
Lambda Global,HORECA ҮЙЛ АЖИЛЛАГАА ХАРИУЦСАН ЗАХИРАЛ,Caffe bene Mongolia LLC,4500000,5000000,"[{'name': 'Ажилчдын хямдрал', 'description': None}, {'name': 'Уян хатан ажлын цаг', 'description': None}, {'name': 'Цалинтай чөлөө', 'description': None}]",Менежмент,9,Чиг үүргийн удирдлага,Дэд захирал,
Lambda Global,НИЙЛҮҮЛЭЛТИЙН СҮЛЖЭЭНИЙ ГАЗРЫН ЗАХИРАЛ,Caffe bene Mongolia LLC,4500000,5000000,"[{'name': 'Ажилчдын хямдрал', 'description': None}, {'name': 'Уян хатан ажлын цаг', 'description': None}, {'name': 'Цалинтай чөлөө', 'description': None}]",Менежмент,9,Чиг үүргийн удирдлага,Бусад,
Lambda Global,Бизнес төвийн захирал /Хойд бүс/,Ашид Капитал ББСБ ХХК,4000000,5000000,"[{'name': 'Уян хатан ажлын цаг', 'description': None}, {'name': 'Цалинтай чөлөө', 'description': None}]",Менежмент,9,Чиг үүргийн удирдлага,Бусад,
Lambda Global,Ерөнхий нягтлан бодогч,Sod Mongol Group,4000000,4500000,,Менежмент,9,Чиг үүргийн удирдлага,Ерөнхий нягтлан бодогч,
Lambda Global,ОЛОН УЛСЫН БАНКНЫ ХЭЛТСИЙН ЗАХИРАЛ,ХасБанк,2000000,3000000,"[{'name': 'Компанийн бэлэг ', 'description': None}, {'name': 'Эрүүл мэндийн даатгал (Хувийн)', 'description': None}, {'name': 'Цалинтай чөлөө', 'description': None}, {'name': 'Тэтгэврийн хуримтлал', 'description': None}, {'name': 'Жилийн эцсийн бонус', 'description': None}, {'name': 'Хагас жил бүр бонус', 'description': None}, {'name': 'Уян хатан ажлын цаг', 'description': None}]",Менежмент,9,Чиг үүргийн удирдлага,Бусад,
