source,job_name,company,min_salary,max_salary,bonus,job_level_category,job_grade,job_level,job_category,requirements
Zangia,ХАБЭА МЕНЕЖЕР /ТЭСО ДЭЙРИ ХХК/,Тэсо Фүүдс ХХК,3000000,3500000,,Менежмент,7,Менежер / Супервайзор,Бусад,Боловсрол | Туршлага | Ур чадварууд | Ур чадварууд
Zangia,Салбар дэлгүүрийн хариуцсан менежер,Чиг үүргийн удирдлага,3000000,3500000,,Менежмент,7,Менежер / Супервайзор,Бусад,Туршлага | Боловсрол | Ур чадварууд
Zangia,ТӨСЛИЙН МЕНЕЖЕР /ХЯТАД ХЭЛТЭЙ/,Тэсо Инвестмэнт ХХК,3000000,3500000,,Менежмент,7,Менежер / Супервайзор,Төслийн менежер,Боловсрол | Хэлний мэдлэг | Туршлага
Zangia,ДЭЛГҮҮР ХАРИУЦСАН МЕНЕЖЕР,"""Милая Фүүдс"" ХХК",2500000,3000000,,Менежмент,7,Менежер / Супервайзор,Бусад,Боловсрол | Туршлага
Zangia,ЕРӨНХИЙ НЯГТЛАН БОДОГЧ,Хулан Уул ХХК,3500000,4000000,,Менежмент,7,Менежер / Супервайзор,Ерөнхий нягтлан бодогч,Боловсрол | Туршлага | Ур чадварууд
Zangia,Үйл ажиллагааны менежер,Их хар сүлд ХХК,2500000,3000000,,Менежмент,7,Менежер / Супервайзор,Бусад,Боловсрол | Тусгай шаардлага | Туршлага
Zangia,Цахилгааны инженер,Түү мандал,2500000,3000000,,Менежмент,7,Менежер / Супервайзор,Бусад,Туршлага | Тусгай шаардлага | Ур чадварууд
Zangia,Маркетингийн менежер,СҮҮХҮНГИЙ ХХК,2500000,3000000,,Менежмент,7,Менежер / Супервайзор,Бизнес хөгжлийн менежер,Боловсрол | Туршлага | Ур чадварууд
Zangia,Ахлах нягтлан бодогч /Си И Си Инвестмент ББСБ ХХК/,ЮНАЙТЭД ПРОЖЕКТС КОРПОРЭЙШН ХХК,4000000,4500000,,Менежмент,7,Менежер / Супервайзор,Бусад,Боловсрол | Туршлага | Туршлага
Zangia,МАРКЕТИНГИЙН МЕНЕЖЕР /МОНОС ЭМИЙН САН/,Монос Групп,2500000,3000000,,Менежмент,7,Менежер / Супервайзор,Бизнес хөгжлийн менежер,Боловсрол | Туршлага | Ур чадварууд
Zangia,МАРКЕТИНГИЙН МЕНЕЖЕР /эмэгтэй/,Таван Богд Интернэйшнл ХХК,4000000,4500000,,Менежмент,8,Менежер / Супервайзор,Бизнес хөгжлийн менежер,Боловсрол | Туршлага | Хэлний мэдлэг
Zangia,Маркетингийн менежер,"""Эн Ар Би"" ХХК",2500000,3000000,,Менежмент,6,Менежер / Супервайзор,Бизнес хөгжлийн менежер,Боловсрол | Туршлага
Zangia,Маркетингийн менежер,Амно ХХК,3000000,3500000,,Менежмент,7,Менежер / Супервайзор,Бизнес хөгжлийн менежер,Боловсрол | Туршлага
Zangia,Тооцооны нягтлан бодогч,Адмон групп,2100000,2500000,,Менежмент,6,Менежер / Супервайзор,Бусад,Боловсрол | Туршлага
Zangia,Процесс сайжруулалтын менежер,Худалдаа хөгжлийн банк,3500000,4000000,,Менежмент,7,Менежер / Супервайзор,Төслийн менежер,Боловсрол | Туршлага
Zangia,Хүний нөөцийн менежер,Макс Групп,3000000,3500000,,Менежмент,7,Менежер / Супервайзор,Хүний нөөцийн ажилтан,Боловсрол | Туршлага
Zangia,СОШИАЛ МАРКЕТИНГ,"""Тэнгэрлэг Эх Орон"" ХХК",2100000,2500000,,Менежмент,7,Менежер / Супервайзор,Бусад,Туршлага | Хэлний мэдлэг
Zangia,Рестораны менежер,Новотел Улаанбаатар Зочид Буудал,2100000,2500000,,Менежмент,7,Менежер / Супервайзор,Бусад,Туршлага
Zangia,БОРЛУУЛАЛТЫН МЕНЕЖЕР,"""Хөгжил Трейд"" ХХК",3500000,4000000,,Менежмент,7,Менежер / Супервайзор,Бусад,Боловсрол | Туршлага
Zangia,Шууд борлуулалтын менежер,Голомт Банк,1800000,2100000,,Менежмент,7,Менежер / Супервайзор,Бусад,Боловсрол
Zangia,"СУРГАЛТ, ОЛОН НИЙТ ХАРИУЦСАН ХҮНИЙ НӨӨЦИЙН МЕНЕЖЕР",Ази Фарма  ХХК,3000000,3500000,,Менежмент,7,Менежер / Супервайзор,Хүний нөөцийн ажилтан,Боловсрол | Туршлага
Zangia,Маркетингийн менежер,Түмэн Шувуут ХК,3000000,3500000,,Менежмент,7,Менежер / Супервайзор,Бусад,Ур чадвар
Zangia,Маркетингийн менежер,Гарьдманлай,3000000,3500000,,Менежмент,7,Менежер / Супервайзор,Бусад,Боловсрол | Туршлага | Хэлний мэдлэг
Zangia,Бүтээгдэхүүн хариуцсан менежер (Product Manager),Ривер Групп,2500000,3000000,"[{'name': 'Туршлага', 'description': 'Төслийн менежмент, бүтээгдэхүүний хөгжүүлэлтийн чиглэлээр туршлагатай'}]",Менежмент,7,Менежер / Супервайзор,Бусад,Туршлага | Хэлний мэдлэг
Zangia,Худалдан авалтын менежер,Говь ХК,3000000,3500000,"[{'name': 'Хэлний мэдлэг', 'description': 'Хятад хэлтэй бол давуу тал болно'}]",Менежмент,7,Менежер / Супервайзор,Бусад,Боловсрол | Туршлага | Хэлний мэдлэг
Zangia,МАРКЕТИНГИЙН МЕНЕЖЕР (ХОББИЗООН ХХК),Ривер Групп,2500000,3000000,"[{'name': 'Туршлага', 'description': 'E-commerce чиглэлээр ажиллаж байсан бол давуу тал болно'}]",Менежмент,7,Менежер / Супервайзор,Бусад,Ур чадварууд | Хэлний мэдлэг
Zangia,Байгууллагын банкны МЕНЕЖЕР /Эх үүсвэр татах/,Ариг Банк,3000000,3500000,"[{'name': 'Туршлага', 'description': 'Зээлийн судалгаа чиглэлээр ажиллаж байсан бол давуу тал болно'}]",Менежмент,7,Менежер / Супервайзор,Бусад,Боловсрол | Туршлага
Zangia,МЕРЧИНДАЙЗИНГ МЕНЕЖЕР,Нэкст Групп XXK,2500000,3000000,"[{'name': 'Мэдлэг', 'description': 'Зурах программуудын мэдлэгтэй бол давуу талтай'}]",Менежмент,7,Менежер / Супервайзор,Бусад,Боловсрол | Туршлага | Ур чадварууд
Zangia,Хүний Нөөцийн Менежер,Элгэн ХХК,3000000,3500000,"[{'name': 'Туршлага', 'description': 'HR менежерээр 3-аас доошгүй жил ажилласан байх'}]",Менежмент,7,Менежер / Супервайзор,Хүний нөөцийн ахлах ажилтан,Боловсрол | Хэлний мэдлэг
Zangia,"Салбар хариуцсан менежер / эмч, эм зүйч /",СИТИФАРМ МЭИК,2500000,3000000,"[{'name': 'Ур чадварууд', 'description': 'Багийн удирдлагын чадвартай байх'}]",Менежмент,7,Менежер / Супервайзор,Бусад,Боловсрол | Ур чадварууд
Zangia,ХҮНИЙ НӨӨЦИЙН МЕНЕЖЕР,Хос Цамхаг ХХК,2500000,3000000,"[{'name': 'Бусад', 'description': 'Өөрийн болон байгууллагын ажилчдын цалингийн хэмжээг гүйцэтгэлийн урамшуулалд тулгуурлан нэмэгдүүлэх боломжтой'}]",Менежмент,7,Менежер / Супервайзор,Хүний нөөцийн ахлах ажилтан,Боловсрол | Туршлага
Zangia,Зам овоолгын мастер,"""Овоот Толгой Ресурсес"" ХХК",3000000,3500000,"[{'name': 'Туршлага', 'description': 'Уул уурхайн салбарт мэргэжлээрээ 3-аас дээш жил ажилласан туршлагатай байх'}]",Менежмент,7,Менежер / Супервайзор,Бусад,Боловсрол | Ур чадварууд
Zangia,Борлуулалтын менежер,Аму ХХК,2500000,3000000,"[{'name': 'Туршлага', 'description': 'Борлуулалт түгээлтийн чиглэлээр ажиллаж байсан туршлагатай'}]",Менежмент,7,Менежер / Супервайзор,Бизнес хөгжлийн менежер,Боловсрол | Бусад | Ур чадварууд
Zangia,Борлуулалтын супервайзор,БИШРЭЛТ ТРЕЙД,3000000,3500000,"[{'name': 'Туршлага', 'description': 'Баг удирдаж байсан туршлагатай'}]",Менежмент,7,Менежер / Супервайзор,Бусад,Боловсрол | Туршлага
Zangia,ХАБЭА инженер (Номин Газ),Номин Холдинг,3000000,3500000,"[{'name': 'Туршлага', 'description': 'ISO45001 стандарт нэвтрүүлж, хэрэгжүүлсэн бол давуу тал болно'}]",Менежмент,7,Менежер / Супервайзор,Бусад,Боловсрол | Мэргэшил | Ур чадварууд
Zangia,Чанарын менежер,Ачтан эмнэлэг,1800000,2100000,"[{'name': 'Мэргэшил', 'description': 'Эрүүл мэндийн удирдлага эсвэл эрүүл мэндийн чанарын удирдлагын чиглэлээр мэргэшсэн'}]",Менежмент,7,Менежер / Супервайзор,Бусад,Боловсрол | Ур чадварууд | Ур чадварууд
Zangia,Маркетингийн менежер,Bodio's of Mongolia,2500000,3000000,"[{'name': 'Туршлага', 'description': 'Маркетинг, борлуулалтын чиглэлээр ажилласан туршлагатай бол давуу тал болно'}]",Менежмент,7,Менежер / Супервайзор,Бусад,Боловсрол | Ур чадварууд | Хэлний мэдлэг
Zangia,ХУУЛИЙН ЗӨВЛӨХ,Тэсо Инвестмэнт ХХК,2500000,3000000,"[{'name': 'Хэлний мэдлэг', 'description': 'Англи хэлний дунд ба түүнээс дээш түвшний мэдлэгтэй'}]",Менежмент,7,Менежер / Супервайзор,Бусад,Туршлага | Ур чадварууд
Zangia,ХУУЛЬЧ,Бэст Компьютерс Технологи ХХК,3000000,3500000,"[{'name': 'Туршлага', 'description': 'Гэрээний хуульчаар ажилласан туршлагатай'}]",Менежмент,7,Менежер / Супервайзор,Бусад,Туршлага | Мэргэшил | Хэлний мэдлэг
Zangia,Үйл ажиллагааны супервайзор /Үнэртэн гоо сайхан/,БИШРЭЛТ ГРУПП,3500000,4000000,,Менежмент,6,Менежер / Супервайзор,Бусад,Боловсрол | Туршлага | Ур чадвар
Zangia,Хүний нөөцийн менежер,ДАЗЛ ХХК,3000000,3500000,,Менежмент,6,Менежер / Супервайзор,Хүний нөөцийн ахлах ажилтан,Боловсрол | Туршлага
Zangia,БОРЛУУЛАЛТ ХАРИУЦСАН МЕНЕЖЕР,Добу технологи ХХК,2100000,2500000,,Менежмент,6,Менежер / Супервайзор,Бизнес хөгжлийн менежер,Боловсрол | Туршлага | Хэлний мэдлэг
Zangia,ОРОН НУТАГ ХАРИУЦСАН СУПЕРВАЙЗЕР,Монголиан Стар Дистрибюшин ХХК,3000000,3500000,,Менежмент,6,Менежер / Супервайзор,Бусад,Боловсрол | Туршлага | Ур чадвар
Zangia,Үйл ажиллагааны менежер 99985435 оффисе,Ай Ди Эм Эн ХХК,3500000,4000000,,Менежмент,6,Менежер / Супервайзор,Бусад,Боловсрол | Ур чадвар
Zangia,КОМПЛАЙНС ХАРИУЦСАН МЕНЕЖЕР,Тэсо Инвестмэнт ХХК,2500000,3000000,,Менежмент,6,Менежер / Супервайзор,Бусад,Боловсрол | Туршлага | Мэдлэг | Ур чадвар
Zangia,Маркетингийн менежер,"""Эйч Эл Кэй Эм Эн"" ХХК",2500000,3000000,,Менежмент,6,Менежер / Супервайзор,Бизнес хөгжлийн менежер,Боловсрол | Туршлага | Ур чадвар
Zangia,Ерөнхий нягтлан бодогч,"""Erin International"" Co., Ltd",3500000,4000000,,Менежмент,6,Менежер / Супервайзор,Ерөнхий нягтлан бодогч,Мэргэшил
Zangia,Борлуулалтын менежер,Номин Холдинг,2500000,3000000,,Менежмент,6,Менежер / Супервайзор,Бизнес хөгжлийн менежер,Боловсрол | Туршлага | Хэлний мэдлэг
Zangia,Борлуулалтын менежер /Зах бөөн/,Тэгш дүүрэн чанар ХХК,3000000,3500000,,Менежмент,6,Менежер / Супервайзор,Бизнес хөгжлийн менежер,Боловсрол | Туршлага | Ур чадвар
Zangia,Бүтээгдэхүүн хөгжүүлэлтийн менежер,Үнэгүй.мн,5000000,5500000,,Менежмент,6,Менежер / Супервайзор,Бизнес хөгжлийн менежер,Боловсрол | Туршлага | Ур чадвар
Zangia,Хүний нөөцийн менежер,Ривер скай констракшн ХХК,3000000,3500000,,Менежмент,6,Менежер / Супервайзор,Хүний нөөцийн ахлах ажилтан,Боловсрол | Туршлага | Ур чадвар
Zangia,PR менежер,ФИНГЕЙТ ЭМ ЭН,3500000,4000000,,Менежмент,6,Менежер / Супервайзор,Бусад,Боловсрол | Туршлага | Мэдлэг | Ур чадвар
Zangia,Нягтлан бодогч  /хүний нөөц хавсрах/,Кинросс Голдмон ХХК,3500000,4000000,,Менежмент,6,Менежер / Супервайзор,Бусад,Туршлага | Мэдлэг | Ур чадвар
Zangia,Борлуулалтын супервайзор /B2B/,БИШРЭЛТ ТРЕЙД,3000000,3500000,,Менежмент,6,Менежер / Супервайзор,Бусад,Боловсрол | Туршлага
Zangia,"Хангамж, татан авалтын менежер",Кинросс Голдмон ХХК,3500000,4000000,,Менежмент,6,Менежер / Супервайзор,Бусад,Туршлага | Боловсрол | Ур чадвар
Zangia,Хөрөнгө оруулалтын шинжээч,ФИНГЕЙТ ЭМ ЭН,3500000,4000000,,Менежмент,6,Менежер / Супервайзор,Санхүүгийн шинжээч,Боловсрол | Туршлага | Ур чадвар
Zangia,Ерөнхий Нягтлан Бодогч,"""Дархан Эрхэт Майнинг"" ХХК",5000000,5500000,,Менежмент,6,Менежер / Супервайзор,Ерөнхий нягтлан бодогч,Туршлага | Боловсрол | Ур чадвар
Zangia,Маркетингийн менежер,Вайрал Партнерс маркетингийн агентлаг,4500000,5000000,,Менежмент,6,Менежер / Супервайзор,Бизнес хөгжлийн менежер,Боловсрол | Туршлага | Ур чадвар
Zangia,Борлуулалтын супервайзор /Хорека суваг/,БИШРЭЛТ ТРЕЙД,3000000,3500000,,Менежмент,6,Менежер / Супервайзор,Бусад,Боловсрол | Туршлага
Zangia,Харилцагчийн менежер,Амтат цамхаг ХХК,2100000,2500000,,Менежмент,6,Менежер / Супервайзор,Бусад,Туршлага | Ур чадвар
Zangia,Рестораны зохион байгуулагч,Корпорейт Зочид Буудал,1800000,2100000,,Менежмент,6,Менежер / Супервайзор,Бусад,Боловсрол | Туршлага | Ур чадвар
Zangia,Зохион байгуулагч /Ресторан/,Брасерий Монголиа ХХК,2500000,3000000,,Менежмент,6,Менежер / Супервайзор,Бусад,Боловсрол | Туршлага | Ур чадвар | Хэлний мэдлэг
Zangia,Ахлах нягтлан бодогч,Брасерий Монголиа ХХК,5000000,5500000,,Менежмент,6,Менежер / Супервайзор,Ерөнхий нягтлан бодогч,Боловсрол | Туршлага | Ур чадвар
Zangia,"Харилцааны менежер/Зээл, борлуулалт/ Pearl Tower",Монгол Ай Ди ХХК,2100000,2500000,,Менежмент,7,Менежер / Супервайзор,Бизнес хөгжлийн менежер,"банк санхүү, эдийн засгийн чиглэлээр их, дээд сургууль төгссөн | банк санхүүгийн салбарт зээл дээр 3-с дээш жил ажилласан туршлагатай | санхүүгийн болон компьютерийн хэрэглээний программ дээр чөлөөтэй ажиллах чадвартай | тогтвор сууршилтай ажиллах хүсэл эрмэлзлэлтэй | хувийн зохион байгуулалт сайтай, харилцааны соёлтой | багаар ажиллах чадвартай | судалгаа, дүн шинжилгээ хийх, мэдээлэл боловсруулах, тайлагнах чадвартай | үнэнч шударга, идэвхи санаачлагатай, өөртөө итгэлтэй, бүтээлч сэтгэлгээтэй | шаардлагатай тохиолдолд орон нутагт томилолтоор явах боломжтой бол давуу тал болно | шууд борлуулалт болон борлуулалтын чиглэлээр ажиллаж байсан бол давуу тал болно"
Zangia,БОРЛУУЛАЛТЫН МЕНЕЖЕР /Цонх фасад шилэн хийцийн үйл,Витафит милк ХХК,3000000,3500000,,Менежмент,7,Менежер / Супервайзор,Бизнес хөгжлийн менежер,"борлуулалт, маркетинг болон бизнесийн удирдлагын чиглэлээр дээд боловсролтой | барилгын материал, цонх фасад, шилэн хийцийн салбарт борлуулалтын туршлагатай бол давуу талтай | харилцаа, хэлэлцээр хийх ур чадвар өндөр | компьютерийн хэрэглээний программууд сайн ажилладаг"
Zangia,НЯГТЛАН БОДОГЧ,Нутгийн буян групп ХХК,3500000,4000000,,Менежмент,7,Менежер / Супервайзор,Бусад,"нягтлан бодогч мэргэжлээр их дээд сургууль төгссөн | мэргэшсэн нягтлан бодогч бол давуу тал болно | мэргэжлээрээ 2 болон түүнээс дээш жил ажилласан туршлагатай | odoo erp системд ажиллаж байсан туршлагатай бол давуу тал болно | энэ мэргэжлээрээ удаан хугацаанд ажиллаж, албан тушаал ахих хүсэлтэй"
Zangia,"САНХҮҮГИЙН ШИНЖЭЭЧ, ЭДИЙН ЗАСАГЧ",Нутгийн буян групп ХХК,4000000,4500000,,Менежмент,7,Менежер / Супервайзор,Санхүүгийн шинжээч,"санхүүгийн менежент, эдийн засгийн мэргэжлээр бакалавр болон түүнээс дээш зэрэгтэй | санхүү, эдийн засгийн чиглэлээр 2 жил болон түүнээс дээш жил ажилласан туршлагатай | тоон дата мэдээлэл үндэслэн анализ дүн шинжилгээ хийх, судалгаанд суурилсан эдийн засгийн тооцоолол хийх чадвартай | ms excel програмыг бүрэн эзэмшсэн. /тоон мэдээллийг power bi-д угсарч ажиллах чадвартай бол давуу тал болно/"
Zangia,Борлуулалтын менежер,Арш Технологи ХХК,1800000,2100000,,Менежмент,7,Менежер / Супервайзор,Бизнес хөгжлийн менежер,"мэдээллийн технологи, бизнесийн удирдлага, маркетинг, борлуулалт, олон улсын худалдааны менежментийн чиглэлээр их, дээд сургууль төгссөн | харилцааны болон борлуулах ур чадвартай | гэрээний эрх зүйн мэдлэг, эрх үүргийн хуваарилалт, гэрээний үнийн дүнг тооцоолох, баримт бичиг боловсруулах чадвартай | англи хэлний дундаас дээш түвшний мэдлэгтэй | microsoft office-н хэрэглээний программууд дээр ахисан түвшинд ажиллах чадвартай | it мэдлэг, борлуулалт хийж байсан туршлага, төсөл хэрэгжүүлж төслийн багт орж ажиллаж байсан туршлагатай бол давуу тал болно."
Zangia,Маркетингийн менежер [Эмэгтэй],ӨРНҮҮН АРВИЖИХ ТРЕЙД ХХК,2100000,2500000,,Менежмент,7,Менежер / Супервайзор,Бизнес хөгжлийн менежер,"маркетингийн удирдлага, бизнесийн удирдлага, төслийн удирдлага эсвэл холбоотой аль нэг чиглэлээр их дээд сургууль төгссөн | бүтээлч сэтгэлгээтэй | хариуцлагатай | багаар болон бие дааж ажиллах чадвартай | сошиал медиа, имэйл, арга хэмжээ, бүтээгдэхүүний нээлт зэрэг янз бүрийн сувгуудаар маркетингийн кампанит ажил төлөвлөх, зохион байгуулах, удирдах чадвартай | facebook, instagram-д өндөр түвшинд ашигладаг, идэвхтэй байдаг | зах зээлийн судалгаа шинжилгээ, тоон тооцоолол хийх чадвартай"
Zangia,Маркетингийн борлуулалтын менежер,Күнз дунд сургууль,3000000,3500000,,Менежмент,7,Менежер / Супервайзор,Бизнес хөгжлийн менежер,"- маркетинг бизнесийн удирдлага, олон нийттэй харилгцах, медиа чиглэлээр бакалавр ба түүнээс дээш зэрэгтэй | - дижитал маркетингийн ур чадвартай | - программ болон техник хэрэглээний чадвартай"
Zangia,Нарны хороолол салбар дэлгүүрийн менежер,Bimex holding,2500000,3000000,,Менежмент,7,Менежер / Супервайзор,Бусад,"бизнес, худалдаа, менежмент эсвэл холбогдох чиглэлээр бакалавр болон түүнээс дээш зэрэгтэй. | хүнсний болон жижиглэнгийн худалдааны байгууллагад ажиллаж байсан бол давуу тал болно. | удирдан зохион байгуулах, шийдвэр гаргах чадвартай. | бараа бүтээгдэхүүний мэдлэг болон борлуулалтын ур чадвартай. | хариуцлагатай, илтгэх болон тайлагнах чадвар сайтай. | компьютерын анхан шатны мэдлэгтэй (office-н хэрэглээний программууд)."
Zangia,Борлуулалтын менежер,Эрин системс ХХК,2100000,2500000,,Менежмент,7,Менежер / Супервайзор,Бизнес хөгжлийн менежер,"боловсрол: дээд боловсролын бакалавр буюу түүнээс дээш | хэлний шаардлага: англи хэлний с түвшний мэдлэгтэй байх | борлуулалтын чиглэлээр 2 ба түүнээс дээш жилийн ажлын туршлагатай. | менежмент, маркетинг, эсвэл мэдээллийн технологийн мэргэжилтэй | бүтээлч, идэвхи санаачилгатай, үүрэг хариуцлага хүлээх | багаар болон бие даан ажиллах | өөрийгөө зөв илэрхийлэх, харилцааны соёлтой | удирдан зохион байгуулах | гэрээл хэлцэл хийх | асуудлыг задлан шинжилж анализ хийх | баримт бичиг боловсруулах чадвартай байх | эрх мэдлийнхээ хүрээнд асуудлыг шийдэх | ажлын ачаалал даах чадвартай | өөрийгөө хөгжүүлж, хурдан суралцах | програм хангамжийн бүтээгдэхүүн борлуулж байсан ажлын туршлага"
Zangia,Тээврийн менежер,Симатай Монголиа ХХК,2500000,3000000,,Менежмент,7,Менежер / Супервайзор,Бусад,"англи хэл эсвэл хятад хэлний тодорхой мэдлэгтэй байх | тээврийн удирдлага, тээврийн менежмент, тээвэр зохион байгуулалтын чиглэлээр төгссөн бол давуу тал болно. | бие даан суралцах, шинийг эрэлхийлэх чадвартай | хувийн зохион байгуулалт сайтай, багаар ажиллах чадвартай | тогтвор суурьшилтай ажиллах"
