category,category_count,source_zangia_count,source_lambda_count,source,job_name,company,min_salary,max_salary,bonus,job_level_category,job_grade,job_level,job_category,requirements
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн ажилтан,Хүн-Од ХХК,2100000,2500000,,Мэргэжилтэн,4,Мэргэжилтэн,Хүний нөөцийн ажилтан,Боловсрол | Туршлага
Хүний нөөцийн ажилтан,120,109,11,Zangia,"СУРГАЛТ, ОЛОН НИЙТ ХАРИУЦСАН ХҮНИЙ НӨӨЦИЙН МЕНЕЖЕР",Ази Фарма  ХХК,3000000,3500000,,Менежмент,7,Менежер / Супервайзор,Хүний нөөцийн ажилтан,Боловсрол | Туршлага
Хүний нөөцийн ажилтан,120,109,11,Zangia,Recruitment Specialist /Fluent English Required/,Ар И Си Эй Эм ХХК,3500000,4000000,"[{'name': 'Туршлага', 'description': 'Proven experience as a recruitment specialist or similar role'}]",Мэргэжилтэн,4,Мэргэжилтэн,Хүний нөөцийн ажилтан,Боловсрол | Ур чадварууд
Хүний нөөцийн ажилтан,120,109,11,Zangia,СОНГОН ШАЛГАРУУЛАЛТЫН МЭРГЭЖИЛТЭН,PC mall,2500000,3000000,"[{'name': 'Туршлага', 'description': 'Сонгон шалгаруулалт эсвэл контент/маркетингийн чиглэлээр 1+ жилийн туршлага'}]",Мэргэжилтэн,4,Мэргэжилтэн,Хүний нөөцийн ажилтан,Боловсрол | Хэлний мэдлэг | Мэдлэг
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн мэргэжилтэн,Рийч Рөүд ХХК,3500000,4000000,"[{'name': 'Хэлний мэдлэг', 'description': 'Хятад болон англи хэлний мэдлэгтэй байх'}]",Мэргэжилтэн,4,Мэргэжилтэн,Хүний нөөцийн ажилтан,Боловсрол | Туршлага | Ур чадварууд
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн мэргэжилтэн /ХҮННҮ КОНКРЕТ ХХК/,ТЭСО ИНДАСТРИАЛ ПАРК ХХК,2500000,3000000,,Мэргэжилтэн,4,Мэргэжилтэн,Хүний нөөцийн ажилтан,"хүний нөөцийн чиглэлээр бакалаврын зэрэгтэй | хүний нөөцийн менежментийн туршлага 2-3 жил | ажилтны гүйцэтгэлийн үнэлгээ, сургалтын аргачлалын мэдлэгтэй | харилцааны өндөр ур чадвартай, багийн ажиллах чадвартай | багаар ажиллах, асуудал шийдвэрлэх чадвартай | компьютерийн хэрэглээний программуудыг сайн эзэмшсэн | англи хэлний дунд түвшний мэдлэгтэй | хөдөлмөрийн хуулийн талаар мэдлэгтэй байх | гэр схд-т бол давуу тал болно."
Хүний нөөцийн ажилтан,120,109,11,Zangia,Сургалтын мэргэжилтэн /Үнэртэн гоо сайхан/,БИШРЭЛТ ГРУПП,3000000,3500000,,Мэргэжилтэн,4,Мэргэжилтэн,Хүний нөөцийн ажилтан,"бакалавр болон түүнээс дээш зэрэгтэй (гоо сайхан, маркетингийн чиглэл бол давуу талтай) | сургалт зохион байгуулах туршлагатай, бүтээлч сэтгэлгээтэй | үнэртэн, арьс арчилгаа болон гоо сайхны бүтээгдэхүүний талаар сонирхолтой, мэдлэгтэй | хувийн зохион байгуулалт, илтгэх чадвар сайтай | англи хэлний ахисан түвшний мэдлэгтэй, орчуулга хийх чадвартай"
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн мэргэжилтэн,Засагтхан Партнерс ХХК,2500000,3000000,,Мэргэжилтэн,4,Мэргэжилтэн,Хүний нөөцийн ажилтан,"Хүний нөөц, бизнесийн удирдлагын бакалавр зэрэгтэй | 2 ба түүнээс дээш жил ажилласан туршлагатай | Уул уурхайн салбарын туршлагатай бол давуу тал"
Хүний нөөцийн ажилтан,120,109,11,Zangia,ХҮНИЙ НӨӨЦИЙН МЕНЕЖЕР,Наран Трейд ХХК,2500000,3000000,,Мэргэжилтэн,4,Мэргэжилтэн,Хүний нөөцийн ажилтан,"хүний нөөцийн удирдлага, хууль эрх зүйн чиглэлээр их дээд сургууль төгссөн. | мэргэжлээрээ 2-оос дээш жил ажилласан туршлагатай, цаашид хүний нөөцийн удирдлагаар мэргэшин тууштай ажиллах зорилготой. | компьютерийн хэрэглээний програмууд дээр чөлөөтэй ажиллах чадвартай. | хүний нөөцийн удирдлагыг хэрэгжүүлэн ажиллах чин хүсэл эрмэлзэлтэй. | erp систем дээр бүрэн ажиллаж байсан туршилгатай"
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн мэргэжилтэн,Хүрээ МХТДС,2100000,2500000,,Мэргэжилтэн,4,Мэргэжилтэн,Хүний нөөцийн ажилтан,хүний нөөцийн чиглэлээр бакалавр болон түүнээс дээш зэрэгтэй | мэргэжилээрээ 1-оос дээш жил ажилласан туршлагатай | боловсролын байгууллагат ажиллаж байсан бол давуу тал болно. | харилцааны ур чадвартай
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн менежер,Ил Фиори,1800000,2100000,[],Ажилтан,3,Мэргэжилтэй ажилтан,Хүний нөөцийн ажилтан,"хүний нөөцийн менежмент, санхүү менежмент чиглэлээр баклавар болон түүнээс дээш зэрэгтэй | хүний нөөцийн чиглэлээр ажиллаж байсан бол давуу тал болно | ресторан, үйлчилгээний салбарт ажиллаж байсан бол давуу тал болно"
Хүний нөөцийн ажилтан,120,109,11,Zangia,ХММ-ын Операторын Сургагч багш,Кэй Эй Майнинг ХХК,2500000,3000000,[],Мэргэжилтэн,4,Мэргэжилтэн,Хүний нөөцийн ажилтан,"механик инженер болон уул уурхайн ашиглалтын чиглэлээр их дээд сургууль төгссөн бахй, | мэргэжлээрээ 3-с дээш жил ажилласан туршлагатай байх, | сургагч багшийн сургалтанд хамрагдсан байх. | сургалт зохион байгуулах, төлөвлөх, тайлагнах чадвартай байх, | багаар ажиллах, цагийн менежмент сайтай байх,"
Хүний нөөцийн ажилтан,120,109,11,Zangia,Сургалтын мэргэжилтэн,Кэй Эй Майнинг ХХК,2500000,3000000,[],Мэргэжилтэн,4,Мэргэжилтэн,Хүний нөөцийн ажилтан,"сургалтын мэргэжлээр бакалаврын зэрэгтэй байх | сургалтын төлөвлөлт, удирдлагын туршлагатай байх | уул уурхай, техникийн салбарт мэдлэгтэй байх | суралцагчдыг идэвхтэй оролцуулах чадвартай байх | багийн хамтын ажиллагааг дэмжих чадвартай байх | бичгийн болон ярианы харилцаа сайтай байх | компьютерийн хэрэглээ, программ хангамжийн мэдлэгтэй байх | сургалтын үнэлгээ, статистик анализ хийх чадвартай байх | photoshop powerpoint дээр ажилладаг байх | зарим тохиолдолд уурхай явж томилолтоор ажиллах боломжтой байх"
Хүний нөөцийн ажилтан,120,109,11,Zangia,ХҮНИЙ НӨӨЦИЙН МЭРГЭЖИЛТЭН,Нэкст Групп XXK,2100000,2500000,[],Ажилтан,3,Мэргэжилтэй ажилтан,Хүний нөөцийн ажилтан,"хүний нөөцийн удирдлага, сэтгэл судалалаар чиглэлээр бакалавр зэрэгтэй | ажлын хурд болон гүйцэтгэл сайн | компьютерийн хэрэглээний програмууд дээр ажиллах чадвартай (ms excel, ms word, ms powerpoint) | бичиг баримт боловсруулах чадвартай | хүний нөөцийн орчин үеийн хандлагуудыг судлаж, байгууллагын соёлтой уялдуулан үйл ажиллагаанд нэвтрүүлэх чадвартай | хүний нөөцийн /сонгон шалгаруулалт/ чиглэлээр ажиллаж байсан туршлагатай | англи хэлний дундаас дээш түвшний мэдлэгтэй байх | хувийн зохион байгуулалт цагийн менежмент сайтай | erp систем дээр ажилладаг бол давуу тал болно."
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн менежер,ЧИМЭГЭ СИСТЕМС ХХК,3000000,3500000,[],Мэргэжилтэн,4,Мэргэжилтэн,Хүний нөөцийн ажилтан,"хүний нөөцийн удирдлага, бизнесийн удирдлагын чиглэлээр бакалавр ба түүнээс дээш зэрэгтэй; | хүний нөөцийн чиглэлээр 3 ба түүнээс дээш жил ажилласан туршлагатай; | хөдөлмөрийн хууль, компанийн тухай хуулийн мэдлэгтэй , хн-ийн дүрэм журам хэрэгжүүлж байсан туршлагатай; | харилцааны өндөр соёлтой, багаар ажиллах чадвартай; | анализ, тайлагнах, төлөвлөх чадвартай; | хөдөлмөрийн харилцааны асуудлуудыг шийдвэрлэх, хууль эрх зүйн зөвлөгөө өгөх | цалин хөлсний судалгаа хийх, өрсөлдөхүйц цалингийн бодлого боловсруулах | ажилтнуудын харилцаа, компанийн соёлыг хэвшүүлэх, хөтөлбөрүүдийг санаачлан хэрэгжүүлэх."
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн менежер,Ачтан эмнэлэг,1800000,2100000,[],Ажилтан,3,Мэргэжилтэй ажилтан,Хүний нөөцийн ажилтан,"хүний нөөцийн удирдлага, бизнесийн удирдлага, эрх зүйн чиглэлээр бакалаврын зэрэгтэй. | тоон мэдээлэл дээр ажиллах, дүн шинжилгээ хийх, тайлан мэдээ боловсруулах чадвартай | хөдөлмөрийн эрх зүйн талаар мэдлэг туршлагатай бол давуу тал болно. | богино хугацаанд өндөр үр дүнд төвлөрч ажиллах чадвартай | удирдах ажилтнуудтай харилцаж, хамтран ажиллах ур чадвартай."
Хүний нөөцийн ажилтан,120,109,11,Zangia,ХҮНИЙ НӨӨЦИЙН МЕНЕЖЕР,Нэкст Групп XXK,2500000,3000000,,Менежмент,7,Менежер / Супервайзор,Хүний нөөцийн ажилтан,Боловсрол | Ур чадвар | Ур чадвар | Гадаад хэл | Хувь хүний чадвар | Давуу тал
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн мэргэжилтэн / Майнс АП /,Моннис Групп,2100000,2500000,,Мэргэжилтэн,4,Мэргэжилтэн,Хүний нөөцийн ажилтан,Боловсрол | Туршлага | Компьютерийн мэдлэг | Харилцааны ур чадвар | Ур чадвар | Хувь хүний чадвар | Гадаад хэл
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн менежер,Гэр Контент Групп,3000000,3500000,,Мэргэжилтэн,4,Мэргэжилтэн,Хүний нөөцийн ажилтан,Боловсрол | Компьютерийн мэдлэг | Туршлага | Ур чадвар
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хөдөлмөрийн харилцаа хариуцсан менежер,НОРД РОУД ХХК,2500000,3000000,,Мэргэжилтэн,4,Мэргэжилтэн,Хүний нөөцийн ажилтан,Боловсрол
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн мэргэжилтэн,НОРД РОУД ХХК,2500000,3000000,,Мэргэжилтэн,4,Мэргэжилтэн,Хүний нөөцийн ажилтан,Боловсрол
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн мэргэжилтэн /Сургалт хөгжил/,Цэцэнс Майнинг & Энержи ХХК,3000000,3500000,,Мэргэжилтэн,4,Мэргэжилтэн,Хүний нөөцийн ажилтан,Боловсрол
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн мэргэжилтэн,Жем Интернэшнл ХХК,2500000,3000000,[],Мэргэжилтэн,4,Мэргэжилтэн,Хүний нөөцийн ажилтан,Боловсрол | Туршлага
Хүний нөөцийн ажилтан,120,109,11,Zangia,Сургалт хөгжил хариуцсан менежер,"""Мн жойн"" ХХК",2500000,3000000,[],Мэргэжилтэн,6,Ахлах мэргэжилтэн,Хүний нөөцийн ажилтан,Боловсрол | Туршлага
Хүний нөөцийн ажилтан,120,109,11,Zangia,Сургалт хариуцсан мэргэжилтэн /ERP систем/,Смарт Софтвэйр Групп,2500000,3000000,[],Мэргэжилтэн,5,Ахисан түвшний мэргэжилтэн,Хүний нөөцийн ажилтан,Боловсрол | Туршлага | Хэлний мэдлэг
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн менежер,Голден Лайт Групп ХХК,3500000,4000000,,Ажилтан,3,Ажилтан,Хүний нөөцийн ажилтан,Боловсрол | Туршлага | Ур чадварууд
Хүний нөөцийн ажилтан,120,109,11,Zangia,Сонгон шалгаруулалтын менежер,Таван Богд Групп,3500000,4000000,,Менежмент,,Менежер / Супервайзор,Хүний нөөцийн ажилтан,
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн менежер-эмэгтэй,ӨРНҮҮН АРВИЖИХ ТРЕЙД ХХК,2100000,2500000,,Менежмент,,Менежер / Супервайзор,Хүний нөөцийн ажилтан,
Хүний нөөцийн ажилтан,120,109,11,Zangia,Сургалтын админ /Mоннис сервис саппорт ХХК/,Моннис Групп,2500000,3000000,,Ажилтан,,Ажилтан,Хүний нөөцийн ажилтан,
Хүний нөөцийн ажилтан,120,109,11,Zangia,"Бүрдүүлэлт, Сонгон шалгаруултын менежер",Макс Рөүд,3000000,3500000,,Менежмент,,Менежер / Супервайзор,Хүний нөөцийн ажилтан,
Хүний нөөцийн ажилтан,120,109,11,Zangia,ХҮНИЙ НӨӨЦИЙН МЕНЕЖЕР,ИНЭЛ ХХК,2500000,3000000,,Менежмент,,Менежер / Супервайзор,Хүний нөөцийн ажилтан,
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн менежер /төв оффис/,БОСА Холдинг ХХК,3000000,3500000,,Менежмент,7,Менежер / Супервайзор,Хүний нөөцийн ажилтан,Боловсрол | Туршлага | Програм хангамж | Ур чадварууд
Хүний нөөцийн ажилтан,120,109,11,Zangia,Боловсролын салбарт хүний нөөцийн менежер ажилд  авна.,Монголын Үндэсний Их Сургууль,2100000,2500000,,Менежмент,7,Менежер / Супервайзор,Хүний нөөцийн ажилтан,Боловсрол | Туршлага | Ур чадварууд
Хүний нөөцийн ажилтан,120,109,11,Zangia,Сургалт хариуцсан ажилтан,ТССГ,4500000,5000000,,Ажилтан,8,Ажилтан,Хүний нөөцийн ажилтан,Боловсрол | Англи хэл | Интернет орчин | Сургалтын арга зүй | Компьютерийн хэрэглээ
Хүний нөөцийн ажилтан,120,109,11,Zangia,ХҮНИЙ НӨӨЦИЙН МЭРГЭЖИЛТЭН,И-Эн-Си Групп,3000000,3500000,,Менежмент,6,Менежер / Супервайзор,Хүний нөөцийн ажилтан,Туршлага | Багаар ажиллах | Бичиг баримт боловсруулах | Smart HR програм
Хүний нөөцийн ажилтан,120,109,11,Zangia,ХҮНИЙ НӨӨЦИЙН МЭРГЭЖИЛТЭН,Ландбридж ХХК,4000000,4500000,,Мэргэжилтэн,7,Мэргэжилтэн,Хүний нөөцийн ажилтан,Боловсрол | Туршлага | Харилцааны чадвар | Англи хэл
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн менежер /Сургалт хариуцсан/,Жавхлант дистрибюшн ХХК,2500000,3000000,,Менежмент,4,Менежер / Супервайзор,Хүний нөөцийн ажилтан,Мэргэжлээрээ 2-доошгүй ажилласан | 35- доош насны
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн мэргэжилтэн,Хайпэй ХХК,2100000,2500000,,Мэргэжилтэн,3,Мэргэжилтэн,Хүний нөөцийн ажилтан,"Хүний нөөцийн менежмент, бизнесийн удирдлагаар бакалаврын зэрэгтэй | Хөдөлмөрийн хууль, дүрэм журмыг мэддэг"
Хүний нөөцийн ажилтан,120,109,11,Zangia,Сургалтын менежер,Наран Бьюти Уорлд ХХК,2500000,3000000,,Менежмент,4,Менежер / Супервайзор,Хүний нөөцийн ажилтан,Сургалт зохион байгуулах болон идэвхжүүлэх чадвартай | Англи хэлний дундаас дээш түвшний мэдлэгтэй
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн менежер,Эвт Чулуу ХХК,2500000,3000000,[],Менежмент,5,Менежер / Супервайзор,Хүний нөөцийн ажилтан,"бакалаврын зэрэгтэй (хүний нөөц, менежмент чиглэлээр) | хүний нөөцийн менежмийн чиглэлээр 2-с доошгүй жил ажилласан туршлагатай | харилцааны болон гэрээ хэлцлийн өндөр ур чадвартай | тогтмол, хариуцлагатай, багаар ажиллах чадвартай | судалгаа, шинжилгээ хийх чадвартай"
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн мэргэжилтэн/Англи хэлтэй 96619292,Намир ХХК,3500000,4000000,[],Мэргэжилтэн,4,Мэргэжилтэн,Хүний нөөцийн ажилтан,Боловсрол | Ажлын туршлага | Мэдлэг | Ур чадвар | Ур чадвар | Ур чадвар | Мэдлэг
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн ажилтан. /14/14 ростертой/,Икоммодитс Монголиа Интеллижент Ложистикс ХХК,2500000,3000000,,Ажилтан,2,Ажилтан,Хүний нөөцийн ажилтан,Боловсрол | Компьютерийн мэдлэг
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн мэргэжилтэн,Еврофарм ХХК,2500000,3000000,,Мэргэжилтэн,6,Ахлах мэргэжилтэн,Хүний нөөцийн ажилтан,Боловсрол | Туршлага | Хэлний мэдлэг
Хүний нөөцийн ажилтан,120,109,11,Zangia,ХҮНИЙ НӨӨЦИЙН АЖИЛТАН,АЖИЛА БЬЮТИ,2500000,3000000,,Мэргэжилтэн,4,Мэргэжилтэн,Хүний нөөцийн ажилтан,Боловсрол | Сонирхол
Хүний нөөцийн ажилтан,120,109,11,Zangia,Сонгон шалгаруулалт хариуцсан мэргэжилтэн,Хүннү Молл,1500000,1800000,,Мэргэжилтэн,4,Мэргэжилтэн,Хүний нөөцийн ажилтан,Боловсрол | Ур чадвар | Программ хангамж | Харилцаа
Хүний нөөцийн ажилтан,120,109,11,Zangia,ХҮНИЙ НӨӨЦИЙН ДАТА АНАЛИСТ,Скай Хайпермаркет  ХХК,3000000,3500000,,Мэргэжилтэн,6,Мэргэжилтэн,Хүний нөөцийн ажилтан,Боловсрол | Туршлага | Программ хангамж | Хэлний мэдлэг | Мэдлэг | Ур чадвар
Хүний нөөцийн ажилтан,120,109,11,Zangia,ХҮНИЙ НӨӨЦИЙН МЕНЕЖЕР,Нано Интернэйшнл ХХК,3000000,3500000,,Мэргэжилтэн,4,Мэргэжилтэн,Хүний нөөцийн ажилтан,Боловсрол | Туршлага
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөц бичиг хэргийн ажилтан,Зонне,2100000,2500000,,Мэргэжилтэн,5,Ахлах мэргэжилтэн,Хүний нөөцийн ажилтан,Боловсрол | Ур чадвар
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн менежер,Хатант интернэшнл ххк,2500000,3000000,,Менежмент,5,Менежер / Супервайзор,Хүний нөөцийн ажилтан,Боловсрол | Ур чадвар
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн менежер,Амгалан дулааны станц ТӨХК,3000000,3500000,,Мэргэжилтэн,4,Мэргэжилтэн,Хүний нөөцийн ажилтан,Боловсрол | Мэргэжил
Хүний нөөцийн ажилтан,120,109,11,Zangia,ХҮНИЙ НӨӨЦИЙН МЕНЕЖЕР*,Ази Фарма  ХХК,2500000,3000000,,Менежмент,5,Менежер / Супервайзор,Хүний нөөцийн ажилтан,Боловсрол | Туршлага
Хүний нөөцийн ажилтан,120,109,11,Zangia,СУРГАЛТ ХӨГЖИЛ ХАРИУЦСАН МЕНЕЖЕР /АФМ/,Ази Фарма  ХХК,2500000,3000000,,Менежмент,5,Менежер / Супервайзор,Хүний нөөцийн ажилтан,Боловсрол | Туршлага
Хүний нөөцийн ажилтан,120,109,11,Zangia,"Бүрдүүлэлт, сонгон шалгаруулалт хариуцсан менежер",Амуулай ХХК,2500000,3000000,,Мэргэжилтэн,4,Мэргэжилтэн,Хүний нөөцийн ажилтан,Боловсрол | Туршлага
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн системийн мэргэжилтэн,НОРД РОУД ХХК,2500000,3000000,,Мэргэжилтэн,4,Мэргэжилтэн,Хүний нөөцийн ажилтан,Боловсрол | Туршлага | Ур чадвар | Хувь хүний чанар
Хүний нөөцийн ажилтан,120,109,11,Zangia,Сургалтын мэргэжилтэн,МИЧИД СОР ПРОПЕРТИС ХХК,2100000,2500000,,Мэргэжилтэн,4,Мэргэжилтэн,Хүний нөөцийн ажилтан,
Хүний нөөцийн ажилтан,120,109,11,Zangia,ХҮНИЙ НӨӨЦИЙН МЭРГЭЖИЛТЭН /Сонгон шалгаруулалтын/,МЕРА,3500000,4000000,,Мэргэжилтэн,4,Мэргэжилтэн,Хүний нөөцийн ажилтан,
Хүний нөөцийн ажилтан,120,109,11,Zangia,"Захиргаа, хүний нөөцийн менежер",Актив гарден,2500000,3000000,[],Менежмент,7,Менежер / Супервайзор,Хүний нөөцийн ажилтан,Боловсрол | Туршлага
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн менежер,Актив гарден,2500000,3000000,[],Менежмент,7,Менежер / Супервайзор,Хүний нөөцийн ажилтан,Боловсрол | Туршлага
Хүний нөөцийн ажилтан,120,109,11,Zangia,Эмнэлгийн Хүний нөөцийн зөвлөх,"""АЧТУС ХОСПИС"" ГХОХХК",1500000,1800000,[],Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Хүний нөөцийн ажилтан,Боловсрол | Туршлага
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн мэргэжилтэн,Хаан суудал групп ХХК,2500000,3000000,[],Мэргэжилтэн,4,Мэргэжилтэн,Хүний нөөцийн ажилтан,Боловсрол
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн мэргэжилтэн,"""Дорнын Хүдэр"" ХХК",3000000,3500000,,Мэргэжилтэн,4,Мэргэжилтэн,Хүний нөөцийн ажилтан,Туршлага | Хэлний мэдлэг
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн менежер,Дельта Холдинг,3500000,4000000,,Менежмент,7,Менежер / Супервайзор,Хүний нөөцийн ажилтан,Туршлага | Боловсрол
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн менежер,Женко Тур Бюро ХК,3500000,4000000,,Менежмент,7,Менежер / Супервайзор,Хүний нөөцийн ажилтан,Боловсрол | Туршлага
Хүний нөөцийн ажилтан,120,109,11,Zangia,Дэлгүүрийн сургагч,Премиум Нэксус ХК,2100000,2500000,,Ажилтан,3,Мэргэжилтэй ажилтан,Хүний нөөцийн ажилтан,Ур чадвар | Ур чадвар
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн мэргэжилтэн,Жүр Үр ХХК,2100000,2500000,,Мэргэжилтэн,4,Мэргэжилтэн,Хүний нөөцийн ажилтан,Боловсрол | Туршлага | Ур чадвар | Сэтгэлгээ
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн менежер,Номадсын Сүлжээ Ресторан,2500000,3000000,,Мэргэжилтэн,5,Мэргэжилтэн,Хүний нөөцийн ажилтан,Бакалаврын зэрэгтэй | Ёс зүйтэй | Зохион байгуулалттай
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн менежер,Их Монгол Резорт ХХК,2500000,3000000,,Менежмент,6,Ахлах менежер / Нэгжийн удирдлага,Хүний нөөцийн ажилтан,Боловсрол | Ур чадвар | Ур чадвар
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн мэргэжилтэн,Юнитра ХХК,3000000,3500000,,Мэргэжилтэн,7,Мэргэжилтэн,Хүний нөөцийн ажилтан,Боловсрол | Туршлага | Хэлний мэдлэг
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн ажилтан,ПИ ЭС ЭС ТИ ХХК,2500000,3000000,,Ажилтан,5,Ажилтан,Хүний нөөцийн ажилтан,Боловсрол | Мэдлэг | Ур чадвар
Хүний нөөцийн ажилтан,120,109,11,Zangia,Хүний нөөцийн менежер,ТИ ЭЙЧ МАЙНИНГ ХХК,2500000,3000000,,Мэргэжилтэн,5,Мэргэжилтэн,Хүний нөөцийн ажилтан,Боловсрол | Туршлага | Компьютерийн мэдлэг | Ур чадвар | Ур чадвар | Хандлага
