source,job_name,company,min_salary,max_salary,bonus,job_level_category,job_grade,job_level,job_category,requirements
Zangia,"Архив, бичиг хэрэг хариуцсан ажилтан",Сайн Интернэшнл ХХК,2500000,3000000,,Ажилтан,3,Ажилтан,Захиргааны ажилтан,"архив, бичиг хэргийн чиглэлээр сурч төгссөн; | мэргэжлээрээ 2-с дээш жил ажилласан туршлагатай байх; | эмх цэгцтэй нямбай, баримт бичиг боловсруулах чадвартай; | хариуцлагатай, тууштай зан чанартай; | тогтвор суурьшилтай ажиллах"
Zangia,Зээлийн эдийн засагч,Кибернетик ББСБ,2500000,3000000,,Мэргэжилтэн,5,Мэргэжилтэн,Санхүүгийн шинжээч,"банк санхүүгийн чиглэлээр бакалавраас дээш зэрэгтэй байх, | компьютерийн хэрэглээний программууд дээр ажиллах чадвартай байх; /поларис программ дээр ажилладаг бол давуу тал болно/ | харилцааны соёлтой, бичгийн чадвартай байх, | багаар ажиллах чадвартай, мэргэжлийн ёс зүйтэй байх, | 22-н товчоонд байрлах авто худалдааны төвд ажиллах боломжтой байх"
Zangia,Ресейпшн,Монголын Алт (МАК) ХХК,2100000,2500000,,Ажилтан,2,Ажилтан,Захиргааны ажилтан,"бизнесийн удирдлага, олон улсын харилцаа, бичиг хэрэг хөтлөлт болон холбогдох чиглэлээр бакалавр болон түүнээс дээш зэрэгтэй; | оффис менежмент, мэдээлэл харилцааны чиглэлээр ажиллаж байсан туршлагатай бол давуу тал болно; | англи хэлний дундаас дээш түвшний мэдлэгтэй; | эерэг хандлагатай, харилцааны өндөр соёлтой; | төлөвлөх, тайлагнах чадвартай; | царайны зөв дүр төрхтэй;"
Zangia,Цахилгаанчин,Төмөр Хас ХХК,2100000,2500000,,Ажилтан,3,Мэргэжилтэй ажилтан,Бусад,"бүрэн дунд болон түүнээс дээш боловсролтой | цахилгаанчин, техник, цахилгааны инженер мэргэжилтэй | цахилгаан чиглэлээр 2-с дээш жил ажилласан туршлагатай | угсралтын зураг унших, уялдуулах чадвартай, холбогдох норм, дүрмийн мэдлэгтэй | цахилгааны угсралтын болон цахилгаан тоног төхөөрөмжийн ашиглалтын мэдлэгтэй | эерэг зөв хандлагатай, багаар ажиллах чадвартай | шаардлагатай үел илүү цагаар ажиллах. | ачаалал даах чадвартай"
Zangia,Агент,"""Буянт-Уухай"" ХХК",5500000,6000000,,Мэргэжилтэн,5,Мэргэжилтэн,Бусад,"23 – 55 насны, дээд боловсролтой | худалдан борлуулах чадвартай | энэ салбарт ажиллах хүсэлтэй"
Zangia,Маркетингийн мэргэжилтэн,Цахиур ХХК,2500000,3000000,,Мэргэжилтэн,5,Мэргэжилтэн,Бусад,"худалдаа, борлуулалт, бизнес удирдлагын чиглэлээр их дээд сургууль төгссөн бол давуу тал болно | орос хэлний ахисан түвшний мэдлэгтэй байх | ms оффисын программууд дээр ажиллах чадвартай | цаашид тогтвортой өсөн дэвшиж ажиллах хүсэлтэй | харилцаа хандлага сайтай, сэргэлэн, хурдан шаламгай, багаар ажиллах чадвартай, хариуцлагатай"
Zangia,Санхүү дотоод аудитын албаны дарга,Цахиур ХХК,4500000,5000000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бусад,"нягтлан бодох бүртгэлийн чиглэлээр бакалавр болон түүнээс дээш зэрэгтэй | мэргэжлээрээ 5-с дээш жил ажилласан туршлагатай | нягтлан бодох бүртгэлийн тухай хууль болон холбогдох бусад хууль журам, стандартын талаар мэдлэгтэй | ажлын хариуцлага сайтай, тогтвор суурьшилтай ажиллах | нягт нямбай, хурдан шаламгай, ёс зүйтэй | удирдан зохион байгуулах чадвартай | мнб тмз зэрэгтэй бол давуу тал болно."
Zangia,Үйл ажиллагааны менежер,Айсмарк ХХК,2500000,3000000,,Менежмент,6,Менежер / Супервайзор,Бусад,"бизнесийн удирдлага, зочид буудал, рестораны чиглэлээр бакалавар түүнээс дээш боловсролтой. | үйлчилгээний байгууллагад 1-с дээш жил ажилласан туршлагатай. | англи хэлний хэрэглээний түвшний мэдлэгтэй | санхүү, бүртгэлийн анхан шатны мэдлэгтэй. | тооцоолон бодох, дүн шинжилгээ хийх чадвартай. | сургалт зохион байгуулах, илтгэх ур чадвартай. | харилцааны ур чадвартай, бизнесийн ёс зүйг эрхэмлэн ажиллах, | ""айсмарк"" ххк-ийн шинэ компани болох ""хаппинэс айскрем"" ххк-ийн өдөр тутмын үйл ажиллагааг зохицуулах, зохион байгуулах тул өмнө салбар хариуцаад ажиллаж байсан бол давуу тал"
Zangia,Худалдааны төлөөлөгч,Цахиур ХХК,3000000,3500000,,Мэргэжилтэн,4,Мэргэжилтэн,Бусад,"үл хөдлөх барьцаалбартай байх | хувьдаа машинтай байх | борлуулалтын тайлан тооцоог өдөр бүр санхүүд үнэн зөв гаргаж өгөх | хувийн зохион байгуулалт сайтай, цаг сайн баримталдаг"
Zangia,Худалдааны зөвлөх,Ононо энд ко Монгол ХХК,1800000,2100000,,Ажилтан,2,Ажилтан,Бусад,"цаг сайн барьдаг | үнэнч, тууштай ажиллах | хариуцлагатай байх"
Zangia,Утасны оператор,Сайн Интернэшнл ХХК,3000000,3500000,,Ажилтан,2,Ажилтан,Бусад,"хэрэглээний програмууд дээр ажиллах чадвартай; | хүлээцтэй, асуудлыг хурдан хугацаанд шийдвэрлэх чадвартай; | харилцааны болон багаар ажиллах чадвартай; | аливаа зүйлд хүлээцтэй ханддаг, асуудлыг шийдвэрлэх чадвартай | 10 хуруугаар хурдан шивдэг бол давуу талтай"
Zangia,Бүтээгдэхүүн үйлчилгээний ажилтан,Сайн Моторс ХХК,3000000,3500000,,Ажилтан,3,Мэргэжилтэй ажилтан,Бусад,"их дээд сургууль төгссөн | хэрэглээний программууд дээр ажиллах чадвартай | өөрийн ажилдаа хариуцлагатай ханддаг байх | хувийн зохион байгуулалт сайтай, багаар ажиллах чадвартай | цаашид урт хугацаанд ажиллах хүсэлтэй байх"
Zangia,Ерөнхий нягтлан бодогч,Росторг ХХК,7000000,7500000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Ерөнхий нягтлан бодогч,орос хэлний ахисан түвшний мэдлэгтэй; | нягтлан бодох бүртгэлээр бакалавраас дээш зэрэгтэй; | нягтлан бодогчоор 3-с дээш жил ажилласан туршлагатай; | ажлын хариуцлагатай; | харилцааны болон багаар ажиллах ур чадвартай; | санхүүгийн дүн шинжилгээ хийх чадвартай; | санхүүгийн 1с программ эзэмшсэн бол давуу талтай
Zangia,Барилгын цахилгаанчин,Кэй Эй Майнинг ХХК,1800000,2100000,,Ажилтан,3,Мэргэжилтэй ажилтан,Бусад,"цахилгааны мэргэжлээр мэргэшсэн байх | барилгын цахилгаан системийн туршлагаатай байх | цахилгаан техникийн дүрэм, стандартуудыг мэддэг байх | аюулгүй ажиллагааны талаар мэдлэгтэй байх | гарын авлагын болон цахилгаан тоног төхөөрөмжийн зааврыг ойлгож, дагаж мөрдөх чадвартай байх | багийн үйл ажиллагаанд идэвхтэй оролцох чадвартай байх | байнгын, цагийн хуваарьт ажиллах боломжтой байх | ажлын ачаалал даах чадвартай байх"
Zangia,Бэлтгэгч,Тэнүүн Өлзий ХХК,1500000,1800000,,Ажилтан,1,Мэргэжилгүй ажилтан,Бусад,"цэвэрч, нямбай | хурдан шаламгай | ачаалал даах чадвартай | цаг баримталдаг"
Zangia,IT Person,Мэйжор Дриллинг Монгол ХХК,2500000,3000000,,Мэргэжилтэн,5,Мэргэжилтэн,Мэдээллийн аюулгүй байдал болон систем администрат,"bachelor’s degree or above in information technology, computer science, or a related field | proficient in english at an upper-intermediate level or higher | strong background in computer maintenance, server operations, and network setup and management | exceptional interpersonal and teamwork skills | flexible and available to undertake business trips to site when required"
Zangia,Ерөнхий мэргэжлийн сувилагч,Грандмед эмнэлэг,1800000,2100000,,Мэргэжилтэн,4,Мэргэжилтэн,Бусад,"сувилахуйн чиглэлээр бакалаврын зэрэгтэй / сувилагч, бага эмч, сувилахуйн арга зүйч мэргэжилтэй/. шинэ төгсөгч байж болно | компьютерийн хэрэглээний программууд, интернет орчин, дотоод сүлжээнд ажиллах чадвартай | ёс зүй, харилцаа хандлагын зөрчил гаргаж байгаагүй, эмнэлгийн мэргэжилтний ёс зүйн хэм хэмжээг дээдэлдэг, багаар ажиллах чадвартай | нягт нямбай, хариуцлагатай | тогтвор суурьшилтай ажиллах"
Zangia,Утасны оператор,Сайн Моторс ХХК,3000000,3500000,,Ажилтан,2,Ажилтан,Бусад,"компьютерын хэрэглээний програмууд дээр ажиллах чадвартай | харилцааны соёлтой, хариуцлагатай | асуудлыг шийдвэрлэх, дасан зохицох чадвартай | харилцагчийн үйлчилгээ, борлуулалтын чиглэлээр ажиллаж байсан туршлагатай бол давуу тал болно"
Zangia,Хүүхдийн сувилагч,Грандмед эмнэлэг,1800000,2100000,,Мэргэжилтэн,4,Мэргэжилтэн,Бусад,"хүүхдийн сувилагчаар нарийссан байх | эмчилгээний процесс, стандартын талаар мэдлэгтэй байх | харилцааны чадвар сайн байх | мэргэжлийн ёс зүйг баримтлах"
Zangia,Захиргаа удирдлагын ахлах менежер,"""АМАР ДААТГАЛ"" ХХК",3500000,4000000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бусад,"хууль, эрх зүйн чиглэлийн бакалавр болон түүнээс дээш зэрэгтэй | захиргаа, хүний нөөц, эрх зүй, комплаенсийн чиглэлээр 3-аас дээш жил ажилласан байх | хууль эрх зүйн мэдлэгтэй байх | англи хэлний дунд ба түүнээс дээш мэдлэгтэй байх | мэдээлэл, өгөгдлийн анализ хийх чадвартай | багаар ажиллах чадвартай, харилцааны өндөр ур чадвартай | компьютерийн хэрэглээний программуудыг эзэмшсэн байх | асуудлыг шийдвэрлэх, логик сэтгэлгээтэй байх | ажлын ачаалал даах чадвартай, цагийн менежментийн чадвартай | байгууллагын дотоод журам, стандартуудыг мэддэг байх"
Zangia,Яаралтай түргэн тусламжийн сувилагч,Грандмед эмнэлэг,1800000,2100000,,Мэргэжилтэн,4,Мэргэжилтэн,Бусад,"яаралтайгаар нарийссан байх | эмчилгээний процесс, стандартын талаар мэдлэгтэй байх | харилцааны чадвар сайн байх | мэргэжлийн ёс зүйг баримтлах"
Zangia,"Хөтөч, бүртгэл мэдээллийн ажилтан",Грандмед эмнэлэг,1500000,1800000,,Ажилтан,2,Ажилтан,Захиргааны ажилтан,"хувийн зохион байгуулалт сайтай | харилцааны соёлтой | зөв хандлагатай, эерэг | тогтвор суурьшилтай сурч хөгжин ажиллах | англи хэлний дунд болон дундаас дээш түвшинтэй."
Zangia,Гастроэнтерологи эмч,Грандмед эмнэлэг,2500000,3000000,,Мэргэжилтэн,5,Мэргэжилтэн,Бусад,"хүний их эмч мэргэжилтэй | дотрын эмчийн мэргэжил эзэмшсэн | эмчлэх үйл ажиллагаа эрхлэх зөвшөөрөлтэй | мэргэжлээрээ 2 ба түүнээс дээш жил ажилласан туршлагатай | харилцааны соёлтой, хувийн зохион байгуулалт сайтай | багаар ажиллах чадвартай, зөв харилцаа хандлагатай | англи хэлний мэдлэгтэй"
Zangia,Борлуулалт хариуцсан менежер,Цэцэгт Мэндчилгээ ХХК,3000000,3500000,,Менежмент,7,Ахлах менежер / Нэгжийн удирдлага,Бусад,"бизнесийн удирдлага, маркетинг борлуулалт, бусад чиглэлээр бакалавр болон түүнээс дээш зэрэгтэй | худалдаа борлуулалтын салбарт 2-с доошгүй жил ажиллаж байсан туршлагатай | борлуулалт хийх, борлуулалт өсгөн нэмэгдүүлэх арга техник, мэдлэг туршлага хуримтлуулсан | судалгаа дүн шинжилгээ хийж боловсруулах, тайлагнах ур чадвартай | удирдан зохион байгуулах чадвартай | шаардлагатай бичиг боловсруулах, тайлан төлөвлөгөө гаргах түүнийг тайлагнах өндөр ур чадвартай"
Zangia,Өгөгдлийн баазын админ,Номин Холдинг,4000000,4500000,,Мэргэжилтэн,6,Ахлах мэргэжилтэн,Мэдээллийн аюулгүй байдал болон систем администрат,"мэдээллийн технологи, системийн инженерчлэл, бизнесийн удирдлага чиглэлээр бакалавр болон түүнээс дээш зэрэгтэй байх, | өгөгдлийн шинжилгээний стандарт арга аргачлалыг ашиглаж байсан туршлагатай байх, | sql хэл бүрэн эзэмшсэн powerbi, tableau ашиглаж тайлан, хянах самбар бэлтгэж r хэл дээр ажиллаж байсан ажлын туршлагатай бол давуу тал болно | big data, data analysis, data science сонирхдог өгөгдлийн баазын удирдах системийг удирдах чадвартай байх | тоон шинжилгээ, өгөгдлийн шинжилгээ, статистик судалгаа шинжилгээ хийсэн туршлагатай ms office програмуудыг бүрэн эзэмшсэн байх"
Zangia,Ахлах тогооч,Кэй Эй Майнинг ХХК,2500000,3000000,,Мэргэжилтэн,4,Мэргэжилтэн,Бусад,"мэргэжлийн үнэмлэхтэй | мэргэжлээрээ 5-аас доошгүй жил ажилласан туршлагатай | хөдөлмөрийн аюулгүй ажиллагаа, эрүүл ахуйн мэдлэгтэй | удирдан зохион байгуулах чадвартай"
Zangia,Борлуулалтын менежер,Жи Мобайл,1500000,1800000,,Мэргэжилтэн,4,Мэргэжилтэн,Бусад,"их дээд сургууль төгссөн, бакалаврын зэрэгтэй | шинэ санал санаачилга гаргах чадвартай | өөриймсөг сэтгэлтэй, үнэнч шударга, ажилдаа хариуцлагатай ханддаг | компьютерийн хэрэглээний програмуудыг эзэмшсэн | өөрийгөө илэрхийлэх, харилцааны болон багаар ажиллах чадвартай | аман болон бичгийн ур чадвартай, ятган борлуулалт хийх чадвартай | үйлчилгээний байгууллагад ажиллаж байсан туршлагатай бол давуу тал болно"
Zangia,Нягтлан бодогч /franchise/,Жи Эс 25,2100000,2500000,,Мэргэжилтэн,5,Мэргэжилтэн,Бусад,"нягтлан бодох бүртгэлээр чиглэлээр их, дээд сургууль төгссөн | хэрэгцэээний программ, санхүүгийн программ дээр ажиллах чадвартай | үнэнч шударга, эмц цэгцтэй, хурдан шаламгай, цаг ашиглалт сайтай | харилцааны ур чадвартай | шинэ төгсөгч байж болно"
Zangia,Нягтлан бодогч /Салбар дэлгүүр/,Жи Эс 25,2100000,2500000,,Мэргэжилтэн,5,Мэргэжилтэн,Бусад,"нягтлан бодох бүртгэлээр чиглэлээр их, дээд сургууль төгссөн | хэрэгцэээний программ, санхүүгийн программ дээр ажиллах чадвартай | үнэнч шударга, эмц цэгцтэй, хурдан шаламгай, цаг ашиглалт сайтай | харилцааны ур чадвартай | шинэ төгсөгч байж болно"
Zangia,Худалдааны төлөөлөгч,Хаппи трейд ХХК,2100000,2500000,,Мэргэжилтэн,4,Мэргэжилтэн,Бусад,"дээд сургууль төгссөн | борлуулалтын чиглэлээр ажиллаж байсан бол давуу тал болно | өсөн дэвших, өөрийгөө хөгжүүлэх хүсэл эрмэлзэлтэй | бие даан ажиллах болон багаар ажиллах чадвартай байх | санаачлагатай, өсөх сэтгэлгээтэй | хувийн зохион байгуулалт сайтай | хувьдаа машинтай байх"
Zangia,Гадаад харилцааны менежер,Ньюремеди ХХК,4000000,4500000,,Менежмент,6,Менежер / Супервайзор,Бусад,"эрүүл мэндийн чиглэлээр мэргэшсэн академик англи, орос хэлтэй байх | олон улсын харилцаа, олон улсын худалдааны чиглэл эсвэл анагаахын чиглэлээр мэргэжил эзэмшсэн байх | судалгаа, шинжилгээ хийх чадвартай | танилцуулга, тайлан бэлтгэх чадвартай | гадаад харилцааны чиглэлээр 2-с дээш жил ажилласан туршлагатай | эрүүл мэндийн салбарт ажилласан туршлагатай бол давуу талтай"
Zangia,Senior system engineer,Дэнцү Дата Артист Монгол ХХК,0,0,,Мэргэжилтэн,7,Ахлах мэргэжилтэн,Систем хөгжүүлэгч,"gcp, aws дээр 1.5 жилээс дээш туршлагатай байх. | програмчлалын аль нэг хэлний мэдлэгтэй байх. (ихэнх төсөл маань python, ts framework, sdk ашиглаж явагддаг) | ai tools ашигладаг байх."
Zangia,Авлагын нягтлан бодогч,Ньюремеди ХХК,2500000,3000000,,Мэргэжилтэн,5,Мэргэжилтэн,Бусад,"санхүү, нягтлан бодох чиглэлээр их дээд сургууль төгссөн | авлага, борлуулалтын нягтлан чиглэлээр ажиллаж байсан туршлагатай | санхүүгийн программ хангамж дээр ажиллах чадвартай | судалгаа шинжилгээ хийх, дүгнэх, бичиг баримт боловсруулах, тайлагнах чадвартай | багаар болон бие даан ажиллах чадвартай | үнэнч шударга, хариуцлагатай, харилцааны өндөр соёлтой"
Zangia,Жолооч,Мишел Амазонка,2100000,2500000,,Ажилтан,2,Ажилтан,Бусад,"цаг баримталдаг, хувийн зохион байгуулалттай | хариуцлагатай | харилцааны соёлтой | багаар ажиллах чадвартай | нягт, нямбай, цэвэрч | 25-аас дээш насны"
Zangia,Лабораторийн шинжээч,Хаан Хүнс Импекс ХХК,2500000,3000000,,Мэргэжилтэн,5,Мэргэжилтэн,Бусад,микробиологич мэргэжлээр бакалавр зэрэгтэй байх | бүтээгдэхүүн шинжлэх чиглэлээр ажиллаж байсан туршлагатай бол давуу тал болно | багаар ажиллах чадвартай | хариуцлага хүлээх чадвартай байх
Zangia,Бүртгэл тооцооны ажилтан,Сайн Интернэшнл ХХК,2500000,3000000,,Ажилтан,3,Мэргэжилтэй ажилтан,Бусад,"санхүү, бүртгэлийн чиглэлээр дээд боловсролтой | санхүүгийн программ, excel-ийг сайн мэддэг байх | эмх цэгцтэй, нягт нямбай байх | шинэ төгсөгч байж болно"
Zangia,Дижитал маркетингийн мэргэжилтэн,Хаан Хүнс Импекс ХХК,2100000,2500000,,Мэргэжилтэн,5,Мэргэжилтэн,Бусад,"бизнесийн удирдлага, маркетингийн чиглэлээр их, дээд сургууль төгссөн | маркетингийн мэргэжлээр 2-оос дээш жил ажилласан туршлагатай | төлөвлөгөө боловсруулах, дүгнэх, тайлагнах ур чадвартай | эерэг хандлагатай, үргэлж шинийг санаачлагч, бүтээлч байх"
Zangia,Ээлжийн технологич,ГРИЙН ФАКТОРИ ХХК,3000000,3500000,,Мэргэжилтэн,5,Мэргэжилтэн,Бусад,"хүнс үйлдвэрлэлийн чиглэлээр мсүт, коллеж төгссөн байх. | багаар болон бие даан ажиллах чадвартай | хувийн зохион байгуулалт сайтай | хариуцлагатай | тооцоолол хийх чадвартай байх | хурдан шаламгай хөдөлгөөнтэй, дасан зохицох чадвартай байх | шаардлагатай тохиолдолд 24 цагаар хонох боломжтой байх | эмэгтэй"
Zangia,Засвар үйлчилгээ техникийн албаны дарга,Чиглэл ХХК,5000000,5500000,,Менежмент,9,Чиг үүргийн удирдлага,Бусад,"цахилгаан, механик инженерийн чиглэлийн мэргэжилтэй. | 10 жил удирдах ажил хийж байсан ба үүнээс 5-аас дээш жил техникийн засвар үйлчилгээ, тоног төхөөрөмжийн засварын чиглэлээр удирдлагын туршлагатай. | тоног төхөөрөмж, автоматжуулалт, механик, цахилгаан системийн мэдлэгтэй | компютерийн хэрэглээний программ ашиглах чадвартай. ms office (excel, word, powerpoint) | аналитик, техникийн асуудал шийдэх чадвар/гэмтлийг оношлох, шийдлийг боловсруулах, үр дүнг хянах/ | харилцааны чадвар/ хэрэглэгч, зах зээл, удирдлага, багтайгаа хамтран ажиллах чадвартай/ | тасралтгүй сайжруулалт/ тоног төхөөрөмж, процессын үр ашиг, бүтээмжийг дээшлүүлэх санаачилга/"
Zangia,Зээлийн эргэн төлөлт хариуцсан ажилтан,Сайн Интернэшнл ХХК,3000000,3500000,,Ажилтан,3,Мэргэжилтэй ажилтан,Бусад,"санхүү, нягтлан бодох бүртгэл, эдийн засаг эсвэл бизнесийн удирдлагын чиглэлээр төгссөн бол давуу талтай | санхүүгийн байгууллага, зээл эсвэл төлбөрийн хяналтын чиглэлээр ажиллаж байсан бол давуу талтай | компьютерын хэрэглээний програм (excel, word) дээр ажиллах чадвартай | харилцааны өндөр соёлтой, бичиг баримт боловсруулах, хяналт тавих нямбай байдалтай | хариуцлагатай, цаг баримталдаг, багаар ажиллах чадвартай"
Zangia,Senior AI/ML/ Engineer,Дэнцү Дата Артист Монгол ХХК,0,0,,Мэргэжилтэн,7,Ахлах мэргэжилтэн,Ахлах машин сургалтын инженер,"machine learning, ai, data analyst чиглэлээр бакалавр болон түүнээс дээш зэрэгтэй | gcp, aws, openai платформууд дээр 2-оос дээш жил ажиллаж байсан туршлагатай | python дээр дата цэвэрлэх, query бичих, дата бэлтгэж чаддаг байх | ахисан түвшиний англи хэлний мэдлэгтэй байх"
Zangia,Хүний нөөцийн менежер,Мандал Капитал Маркетс ҮЦК,3000000,3500000,,Менежмент,6,Менежер / Супервайзор,Хүний нөөцийн ажилтан,"хүний нөөцийн менежментээр бакалавр болон түүнээс дээш зэрэгтэй | мэргэжлээрээ 2-оос дээш жил ажилласан туршлагатай | олон төрлийн судалгаа хийх, дата анализ хийх чадвартай | хөдөлмөрийн тухай хуулийн мэдлэгтэй, ашиглах чадвартай | багаар ажиллах чадвартай | англи хэлний дундаас дээш түвшний мэдлэгтэй | хариуцлагатай, хурдтай ажиллах чадвартай"
Zangia,Хуульч,Росторг ХХК,2500000,3000000,,Мэргэжилтэн,5,Мэргэжилтэн,Бусад,"эрх зүйч мэргэжлээр бакалавр ба түүнээс дээш зэрэгтэй суралцаж төгссөн байх; | мэргэжлээрээ 3-аас доошгүй жил ажилласан байх, | монгол хэл, бичгийн найруулга зүйн өндөр ур чадвартай байх; | компьютерийн хэрэглээний программууд дээр ажиллах чадвартай; | орос хэлний ахисан түвшний мэдлэгтэй байх;"
Zangia,Тооцооны нягтлан бодогч,МонФүүдЛанд ХХК,2500000,3000000,,Мэргэжилтэн,5,Мэргэжилтэн,Бусад,"нягтлан бодох бүртгэлийн чиглэлээр их дээд сургууль төгссөн | нягтлан бодох smart programm дээр ажилладаг | санхүүгийн тайлан, тооцоог боловсруулж чаддаг | ажилдаа хариуцлагатай, нямбай ханддаг | багийн ажиллагаанд оролцож, хамтран ажиллах чадвартай | үйлдвэрлэлийн нягтлан бодогчоор ажиллаж байсан туршлагатай бол давуу тал болно"
Zangia,Жолооч,Юнигаз ХХК,2100000,2500000,,Ажилтан,2,Ажилтан,Бусад,"3-аас доошгүй жил ачааны автомашин жолоодож барьсан туршлагатай; | аюултай ачааны мэргэшсэн жолоочийн үнэмлэхтэй бол давуу тал болох; | шударга зарчимч байх; | харилцааны соёлтой, хариуцлагатай байх;"
Zangia,Сүлжээ дэлгүүр хариуцсан ахлах менежер,Цахиур ХХК,7000000,7500000,,Менежмент,8,Ахлах менежер / Нэгжийн удирдлага,Бусад,"бакалавр болон түүнээс дээш зэрэгтэй, худалдаа, менежмент чиглэлээр | борлуулалтын чиглэлээр 3-5 жил ажилласан туршлагатай | удирдан зохион байгуулах, манлайлагч | багаар ажиллах чадвартай, хувийн зохион байгуулалт сайтай | мэдээллийн технологийн хэрэглээ, харилцааны болон бичгийн өндөр ур чадвартай | орос хэлний ахисан түвшин, англи хэлний дунд түвшний мэдлэгтэй | санал, шийдвэр гаргах чадвартай | стратегийн төлөвлөлт, анализ хийх чадвартай"
Zangia,Ачигч,Ти Ай Ложистик ХХК,1500000,1800000,,Ажилтан,1,Мэргэжилгүй ажилтан,Бусад,"биеийн хүчний ажил хийх чадвартай байх | тогтвор суурьшилтай ажиллах, хариуцлагатай байх"
